1.0,-726,692,-945,792,-291
1.0,-377,-28,-769,24,-959
1.0,-584,870,-715,641,516
1.0,-207,-44,-107,967,678
1.0,276,843,-719,226,-76
0.0,591,-371,541,-563,835
1.0,-433,-545,-239,1000,-712
0.0,-553,-80,92,216,-914
1.0,239,787,-537,794,-345
0.0,-311,812,427,730,634
0.0,-982,729,616,41,802
0.0,-38,1,170,-102,-354
0.0,183,236,256,287,60
1.0,-115,-636,-863,-576,445
0.0,468,747,659,899,624
0.0,-324,161,371,362,284
0.0,735,-151,360,-889,788
0.0,-145,-268,429,-369,359
1.0,-471,287,-998,693,528
0.0,392,986,927,9,783
0.0,993,517,-684,-498,-959
0.0,-407,241,427,2,296
0.0,560,35,-43,-462,-400
0.0,-299,193,-563,-580,-755
1.0,31,-422,-176,-39,906
1.0,629,-139,-515,-266,-912
0.0,-880,818,197,992,546
0.0,-358,-713,308,-849,-901
0.0,-996,-144,790,11,237
1.0,-388,-197,-186,-739,849
0.0,28,983,-31,292,946
0.0,869,-640,271,-714,-994
1.0,16,-498,-170,57,268
1.0,387,-959,-805,570,-491
1.0,315,-526,603,85,762
1.0,-636,357,-480,833,399
1.0,335,560,-946,-97,-467
0.0,-146,488,463,-840,825
0.0,817,454,647,-463,-425
0.0,-259,925,789,-567,259
0.0,277,187,999,839,-8
0.0,229,201,779,-35,844
1.0,454,-632,-800,72,465
1.0,-952,-921,104,-435,-379
1.0,415,138,-838,-940,-236
0.0,226,71,480,-292,-892
1.0,335,-527,-247,-651,474
0.0,-111,-735,250,-368,-516
0.0,-645,-748,505,464,-838
0.0,-295,825,928,-551,193
0.0,-47,595,392,-525,-200
1.0,912,-91,-552,66,-862
1.0,-909,-330,-998,49,79
1.0,-611,-926,-996,132,-9
0.0,-895,856,669,-987,-632
0.0,-619,891,-510,644,-175
0.0,-927,696,797,808,307
1.0,912,-736,115,-119,292
0.0,-982,-701,383,-64,-662
1.0,-102,95,-322,-652,338
0.0,-395,-470,874,208,215
1.0,789,-642,509,918,49
1.0,918,-774,-518,564,-452
1.0,-367,-21,33,69,927
1.0,387,-997,-916,72,712
1.0,649,-666,108,-229,896
0.0,-869,-274,232,-439,70
0.0,-542,-887,281,-381,-684
1.0,553,-658,64,163,-704
1.0,941,-824,908,429,659
0.0,-158,921,-202,-827,-846
0.0,-60,-949,629,-818,-30
0.0,-329,456,978,312,380
1.0,-846,-969,49,402,-304
1.0,-537,-790,-972,-173,622
0.0,79,-851,968,420,-830
1.0,-12,367,-622,225,-280
0.0,460,231,303,490,-534
1.0,327,981,-936,371,286
0.0,-716,-738,328,-842,-393
1.0,-348,-886,-629,944,862
0.0,-254,-373,353,28,-149
1.0,300,88,-900,603,377
1.0,315,757,-966,676,-972
1.0,-800,-495,-484,819,219
0.0,411,437,41,-668,22
0.0,-12,-709,793,-483,909
1.0,771,-602,14,-911,637
0.0,-592,-635,188,-314,-383
0.0,-334,479,359,603,388
0.0,467,617,794,57,365
1.0,-139,-522,-981,-181,748
1.0,-934,-278,-903,72,603
1.0,-498,-595,-206,-962,732
1.0,-610,-303,-361,94,743
0.0,-881,974,611,-556,63
1.0,-643,902,-994,585,-509
1.0,-786,68,-912,45,648
0.0,181,741,12,-36,-909
1.0,-656,-51,-160,-323,786
0.0,-520,718,721,-720,-569
1.0,259,571,-840,-959,451
0.0,-427,-347,286,-93,-454
0.0,-530,393,904,-709,-114
0.0,-76,496,262,335,-961
1.0,822,-968,-75,67,6
1.0,479,260,-635,284,-687
1.0,99,-435,-248,-820,-480
0.0,914,952,600,-254,-435
0.0,514,441,916,-14,-156
1.0,-738,326,-588,-65,696
0.0,-797,349,999,423,259
0.0,-104,402,491,327,-467
1.0,-652,-279,-706,776,790
0.0,-547,816,642,610,-665
0.0,-375,-396,645,-362,-131
1.0,48,420,-197,514,679
1.0,-40,-211,-356,-822,889
0.0,-782,428,-31,941,-869
1.0,830,-980,226,737,-557
0.0,-585,-110,124,-756,830
1.0,532,632,-589,927,377
0.0,-356,137,-62,331,-555
1.0,-869,-515,-731,-616,713
1.0,-628,-655,-522,468,640
1.0,-381,-879,-747,-982,-57
0.0,-443,-666,365,-241,-599
0.0,582,979,272,-643,-284
0.0,495,-598,721,-474,356
1.0,459,665,-693,-463,729
0.0,601,248,729,904,114
0.0,-26,744,-260,-949,-475
0.0,-131,879,-22,-296,683
0.0,377,193,470,851,-288
1.0,-811,-118,-54,643,-174
1.0,735,-7,-889,177,32
1.0,906,-531,-227,-177,707
1.0,-312,202,236,548,784
0.0,20,906,937,854,-21
0.0,-17,201,596,767,-74
1.0,721,-634,425,776,301
0.0,-963,964,-924,-275,-849
1.0,758,-900,30,278,264
0.0,229,370,916,-318,-631
0.0,710,713,-276,134,-949
0.0,-948,68,-6,-520,812
1.0,-422,-479,-513,-935,628
0.0,-402,252,179,147,734
1.0,612,-463,-963,948,-846
0.0,786,542,640,-55,-191
0.0,-294,-554,867,-52,-734
0.0,355,66,810,-2,-573
1.0,903,-407,-225,-403,821
0.0,-466,705,-520,-379,-296
0.0,170,909,631,311,-387
1.0,132,847,-868,962,555
1.0,919,-131,-23,708,524
1.0,-80,-184,115,751,-610
1.0,-760,-144,-665,494,-241
1.0,752,-860,169,-181,998
1.0,963,-305,-78,772,790
0.0,-307,889,617,-335,341
0.0,342,765,-80,717,-202
1.0,-102,-590,693,827,625
1.0,666,-417,-64,545,702
1.0,-852,-188,-991,905,735
1.0,-51,223,-361,809,242
1.0,418,-265,-706,-814,639
0.0,117,-14,407,-962,832
1.0,479,201,21,393,790
1.0,169,-294,-47,532,987
0.0,-168,894,-451,495,-2
0.0,490,-236,973,-199,297
0.0,131,-636,734,-341,588
1.0,525,291,-37,829,-118
1.0,777,649,-255,548,362
1.0,-791,-883,-87,548,953
1.0,803,338,-499,-25,-934
0.0,754,-806,806,487,-701
0.0,-346,8,371,-410,-744
0.0,-705,-319,227,484,-731
0.0,-29,89,916,-922,-929
1.0,131,-275,-194,909,567
0.0,-259,75,447,-176,-981
0.0,-615,595,437,800,-404
1.0,-833,-195,-869,39,107
1.0,-901,-242,-500,511,-519
0.0,-520,838,898,-454,-360
1.0,-913,-752,-4,100,661
0.0,-763,822,-435,-304,-880
0.0,915,745,653,597,-498
1.0,384,-95,79,439,704
0.0,918,683,-61,867,-579
1.0,178,-500,29,27,-807
1.0,929,-561,-266,254,-187
0.0,-784,-273,405,-435,-450
0.0,-834,846,76,902,180
1.0,-300,-415,36,-24,284
1.0,165,-498,306,-456,872
0.0,-839,821,346,-672,-161
0.0,100,226,634,848,-971
1.0,242,-811,368,686,178
0.0,-49,617,567,-146,-156
1.0,54,-436,-285,459,987
1.0,170,-699,-937,594,723
0.0,-222,951,464,279,-401
0.0,-519,340,-806,-817,-815
1.0,48,-472,127,701,624
1.0,363,-928,-73,482,-124
0.0,737,30,675,-425,-511
0.0,425,518,481,-327,-207
0.0,-943,-309,556,-393,544
0.0,-10,846,970,208,-636
0.0,8,311,701,-254,-492
0.0,-874,612,-339,-89,-557
1.0,803,-557,37,-935,-100
1.0,-131,439,-341,588,788
0.0,-817,568,229,-92,-748
1.0,532,-601,-616,-594,947
0.0,-939,-1,805,599,595
1.0,-147,-154,-239,-402,931
0.0,40,-817,341,-868,-593
1.0,-122,45,-864,-622,429
1.0,-796,-978,124,-756,445
1.0,835,-40,-481,-695,-970
1.0,-895,-250,-826,-36,5
0.0,244,608,214,569,648
0.0,107,-110,694,312,-381
0.0,-197,627,20,-246,965
1.0,-409,437,-788,328,-973
0.0,-541,633,766,-459,910
0.0,-265,-949,830,-934,548
0.0,-429,765,558,432,843
1.0,-983,128,-743,-274,229
1.0,710,886,-917,-58,107
