1.0,170,-934
0.0,-122,-12
1.0,183,-970
0.0,-578,-53
1.0,665,6
1.0,686,-432
1.0,338,660
0.0,-672,-930
1.0,66,3
0.0,-329,-845
0.0,-489,950
1.0,951,526
0.0,-261,-909
0.0,-140,761
0.0,-716,235
0.0,-273,-219
0.0,-138,-420
1.0,693,382
0.0,-463,-65
0.0,-643,404
0.0,-380,355
0.0,-258,-728
0.0,-65,572
1.0,761,-510
1.0,985,-100
1.0,256,-232
0.0,-910,193
0.0,-992,-518
0.0,-726,-601
1.0,927,862
0.0,-380,98
0.0,-251,581
1.0,839,-509
0.0,-357,365
1.0,124,-78
0.0,-108,-38
0.0,-867,337
1.0,197,-336
1.0,728,27
0.0,-680,724
0.0,-541,986
0.0,-155,-512
0.0,-925,-935
0.0,17,-384
1.0,675,242
1.0,347,-853
0.0,92,892
1.0,751,-835
0.0,-694,-213
1.0,161,936
0.0,-234,869
1.0,231,-694
0.0,-769,973
1.0,588,583
0.0,-803,-96
0.0,-660,653
0.0,-609,940
0.0,-286,-113
1.0,987,-152
0.0,-88,-498
1.0,394,-438
0.0,-707,264
0.0,68,-635
1.0,771,-756
0.0,-454,-67
0.0,-381,-663
1.0,352,328
1.0,931,681
0.0,-644,592
0.0,-640,-17
1.0,582,-289
0.0,-329,-110
0.0,-542,-990
1.0,115,459
0.0,-911,-321
1.0,836,-346
0.0,-504,-837
0.0,-464,-83
0.0,-171,193
0.0,-676,-201
1.0,885,780
0.0,15,379
1.0,829,-506
1.0,507,75
1.0,864,-444
1.0,65,-12
1.0,233,23
0.0,-872,-660
0.0,2,380
0.0,-55,839
0.0,-179,-722
0.0,-139,108
1.0,197,-285
1.0,103,-206
0.0,3,437
0.0,-661,144
0.0,-97,-798
1.0,983,994
0.0,-150,697
0.0,-928,785
0.0,-995,-102
0.0,96,-868
0.0,-897,-284
0.0,-811,-689
0.0,-778,245
0.0,-71,706
1.0,637,-7
0.0,-715,-61
1.0,765,-107
1.0,586,26
1.0,889,-85
0.0,-298,487
0.0,-470,838
1.0,615,429
0.0,-62,-134
0.0,-328,330
0.0,64,862
0.0,71,-686
1.0,514,-514
0.0,-339,267
0.0,-933,407
0.0,-600,316
1.0,852,205
1.0,178,698
1.0,287,-20
0.0,-949,653
0.0,-762,970
0.0,-394,-109
1.0,743,758
0.0,-496,470
0.0,-408,820
0.0,-818,-906
1.0,223,870
1.0,127,570
1.0,970,-784
1.0,672,-416
0.0,-667,372
0.0,-23,-711
0.0,-261,218
0.0,-180,883
1.0,611,-607
0.0,-284,-627
0.0,-837,211
0.0,-602,-127
0.0,-575,-804
1.0,401,-369
1.0,817,970
0.0,-51,767
1.0,523,538
1.0,423,694
0.0,69,479
0.0,-133,-84
1.0,360,522
1.0,137,-573
0.0,-456,223
0.0,-254,-763
1.0,284,603
1.0,284,-985
0.0,-571,-132
1.0,248,-164
1.0,791,-218
1.0,784,663
1.0,335,-591
0.0,-857,581
0.0,-133,632
0.0,-818,687
0.0,-887,-288
0.0,-479,-263
0.0,-65,-132
1.0,555,-604
1.0,287,534
0.0,-422,-45
1.0,423,-398
1.0,37,22
0.0,39,859
0.0,-461,-172
0.0,-96,309
0.0,-301,-286
1.0,487,-433
0.0,-12,855
0.0,-86,747
0.0,-24,202
0.0,-18,-829
1.0,412,105
1.0,474,-249
1.0,640,478
0.0,-171,865
1.0,625,-655
1.0,975,234
0.0,-149,475
1.0,155,-866
1.0,219,735
