0.0,-268,839,-287,982,-191
0.0,-839,235,-965,835,-486
0.0,735,789,660,514,223
1.0,-827,-862,667,-656,553
1.0,-930,-859,249,22,131
0.0,-283,-664,696,421,480
0.0,214,378,136,-713,797
0.0,578,793,133,956,-213
0.0,400,-476,-688,953,327
0.0,-148,628,744,659,-495
0.0,-20,28,-375,497,477
1.0,-442,-805,188,-724,-526
1.0,-592,-915,-295,120,-61
0.0,496,580,-274,572,-89
1.0,-517,426,330,-443,142
1.0,-742,-653,-901,-974,-164
1.0,285,-88,45,-628,422
1.0,539,-45,463,85,-651
0.0,296,289,532,-406,910
0.0,-945,50,-762,856,-216
1.0,790,-142,-667,-770,253
1.0,-757,-817,-639,-859,-572
0.0,550,-917,333,325,406
1.0,-438,-791,86,-876,925
0.0,-535,482,-840,395,-721
1.0,276,-505,-895,-910,-12
0.0,-259,244,505,634,87
0.0,572,117,65,-641,482
1.0,-960,518,915,-563,308
1.0,832,-268,619,-407,-841
1.0,43,-808,888,-397,-96
1.0,-483,-515,-874,-922,255
1.0,-127,742,-69,-515,-100
1.0,13,526,-2,-457,-863
1.0,567,257,-882,-717,-308
1.0,-670,-179,-60,8,-556
1.0,899,575,-30,-708,-566
0.0,-665,328,95,272,-208
1.0,-721,-880,-123,853,-373
1.0,-699,939,385,-793,-138
0.0,708,336,-45,86,485
1.0,968,-364,389,-179,-852
0.0,-22,642,-311,62,228
0.0,877,-118,-467,100,-52
1.0,641,-388,-885,-607,97
0.0,-993,721,-594,-255,438
0.0,45,-638,-547,931,257
1.0,700,173,66,-788,495
0.0,236,520,-973,745,559
0.0,598,26,617,845,311
1.0,621,-542,638,-909,549
0.0,-139,-316,323,600,980
1.0,426,274,147,-909,3
0.0,537,835,-161,889,978
1.0,987,909,723,-780,-188
0.0,297,-120,-417,753,-749
0.0,-190,732,295,591,865
1.0,909,-80,702,-925,173
1.0,-418,-974,68,-498,509
0.0,119,324,-746,821,-650
1.0,438,795,-911,-258,-686
1.0,-591,-775,-469,271,-668
0.0,746,-58,-908,-208,620
0.0,681,-522,-213,997,-414
0.0,-300,810,-920,586,531
0.0,-296,48,-967,48,300
1.0,697,-575,-479,174,-724
1.0,244,-261,585,-512,-899
0.0,-954,365,704,392,270
1.0,-879,-255,-155,-984,379
0.0,-448,755,892,-443,980
0.0,944,-627,-797,395,-187
0.0,637,424,-362,-76,289
0.0,-676,944,-534,374,942
0.0,-114,834,-644,770,497
1.0,-538,-321,263,26,-176
0.0,-514,553,-281,-670,908
0.0,440,405,520,-126,594
0.0,-125,434,41,518,45
0.0,417,691,-616,-108,-476
1.0,841,159,913,-419,272
1.0,699,-852,-523,-713,842
0.0,413,-144,387,132,583
1.0,-257,-55,439,-798,207
1.0,-435,-223,187,569,-389
0.0,-14,319,340,643,340
1.0,127,-499,814,-677,366
0.0,-420,20,116,-444,952
0.0,907,703,671,513,-191
1.0,430,-981,-889,-987,237
0.0,387,-426,168,65,490
1.0,-787,7,-947,-873,806
0.0,-831,704,896,-17,826
0.0,-446,670,-547,-777,531
1.0,-17,-873,-412,523,-289
1.0,229,516,786,-318,-332
0.0,698,452,625,535,240
0.0,-664,-776,-843,649,620
0.0,882,524,58,-445,856
1.0,726,382,830,-778,300
1.0,-21,-609,-63,-650,283
1.0,-304,-347,807,120,86
0.0,333,-719,-113,486,680
1.0,-981,428,-677,-219,-595
1.0,228,2,-509,-867,627
1.0,-826,-599,-765,845,-599
1.0,-670,-813,-110,543,43
1.0,-191,621,429,-735,-895
1.0,-131,-856,-247,-628,319
1.0,-508,-623,-302,38,-734
1.0,785,161,-863,-239,-541
1.0,-263,689,925,-421,-917
0.0,-991,-234,432,386,520
1.0,315,-703,79,-202,-681
1.0,981,571,343,-316,-890
0.0,-718,663,540,-340,940
0.0,842,415,-399,618,347
1.0,470,-465,47,-554,-706
1.0,112,-869,456,-600,293
0.0,757,286,579,364,136
1.0,161,-759,-829,247,-886
1.0,233,804,430,-104,-511
1.0,906,954,304,-993,12
0.0,472,939,849,302,218
0.0,-772,787,-928,460,-8
0.0,457,-806,961,565,260
1.0,930,-330,172,-327,-919
1.0,-832,-545,105,-261,67
1.0,-459,-861,943,787,-727
0.0,873,744,-140,46,-799
0.0,918,-579,-163,-243,725
1.0,-406,-339,258,163,22
0.0,-378,-218,-173,737,886
1.0,639,-669,-907,-939,655
1.0,-150,471,978,16,-117
1.0,-411,-476,513,-670,973
1.0,-294,184,989,1000,-969
0.0,638,-873,321,181,719
1.0,-334,764,-644,-911,-81
1.0,433,-395,873,-478,781
0.0,545,958,-335,-346,-294
0.0,115,764,-532,240,-26
0.0,-732,-382,81,84,632
1.0,-252,355,-191,-160,-500
1.0,738,149,616,-148,-181
0.0,-103,791,-515,-245,681
1.0,-829,-585,949,897,-453
0.0,-633,49,-108,-608,726
0.0,-381,-207,-820,-799,900
1.0,567,-760,607,-727,174
0.0,31,-799,-995,426,510
1.0,935,-536,-845,118,-221
0.0,194,900,898,-681,477
0.0,-269,915,806,-704,967
1.0,-269,704,-261,-589,-105
0.0,-8,766,632,-301,579
1.0,287,222,805,538,-602
1.0,149,-423,221,551,-690
1.0,-946,221,-260,-522,-982
0.0,1000,233,-82,-281,697
0.0,-784,-219,104,-182,821
1.0,-291,-663,-791,-949,330
1.0,-461,-462,-556,-822,582
0.0,-478,-390,-951,211,948
1.0,-149,51,467,-414,-950
1.0,-41,-429,-164,-819,-248
0.0,225,954,-15,-135,-91
0.0,-270,414,-98,641,-431
0.0,-686,367,512,981,577
1.0,129,-348,969,-238,-595
1.0,168,-548,-911,-115,-646
0.0,-106,214,0,578,372
1.0,800,1,-961,-717,-409
1.0,206,-624,881,-341,-978
0.0,-516,987,-14,-404,52
1.0,778,56,190,-768,211
0.0,-931,-211,-987,887,893
1.0,593,-561,-425,-837,606
0.0,-459,449,402,-389,813
0.0,650,-112,214,343,795
1.0,-44,-346,782,-278,716
0.0,-869,422,-768,-47,868
1.0,280,130,-580,-979,-673
0.0,977,-383,-750,649,164
1.0,-306,549,502,-751,88
0.0,-905,339,181,987,-626
1.0,-652,-292,-926,-580,636
0.0,-402,566,-931,612,283
1.0,-641,-621,784,299,180
1.0,-949,-408,-76,894,-517
1.0,966,-135,-100,-608,-585
1.0,318,-887,-858,-419,-158
0.0,-12,-298,411,869,143
1.0,-174,-475,-582,-753,780
0.0,-287,610,796,-27,-61
1.0,343,146,-180,-974,505
0.0,463,764,-517,-32,-681
0.0,971,590,324,-105,666
1.0,-660,-317,732,772,-548
1.0,557,-210,-24,-856,639
1.0,-265,-904,449,-359,258
0.0,-901,908,-620,478,117
