1.0,-532,-247,-323,-846
0.0,888,-702,-941,729
0.0,-240,-109,-944,654
0.0,85,-715,114,-342
1.0,-890,-512,309,-265
0.0,438,-488,329,648
1.0,-860,-10,929,678
0.0,330,770,-477,780
1.0,-194,-545,664,-315
1.0,-947,-219,-566,-920
0.0,252,-974,-648,85
1.0,-531,-358,936,-989
1.0,-865,189,-439,706
0.0,38,307,-883,707
0.0,136,131,-2,323
1.0,397,729,968,-261
0.0,577,-424,277,649
0.0,771,-687,-162,-889
0.0,666,-476,-613,-674
0.0,735,527,578,-603
1.0,-325,-293,894,366
0.0,338,-673,495,222
0.0,940,-216,17,144
1.0,568,950,-503,-594
1.0,-749,66,603,105
1.0,-399,-457,898,-173
1.0,-382,-892,-819,39
0.0,70,657,-81,679
0.0,983,-633,-677,569
0.0,241,-387,409,-872
1.0,-655,-211,-373,65
0.0,673,456,562,967
1.0,18,959,16,512
1.0,-203,-227,-460,-952
1.0,-971,-749,370,-779
0.0,-297,-622,383,188
0.0,15,-566,863,316
0.0,958,-254,674,704
0.0,925,-635,393,591
1.0,-692,-600,-121,713
1.0,-162,-136,-67,-110
1.0,-861,-450,-579,-497
1.0,-824,597,-294,306
0.0,998,-367,239,294
0.0,896,86,-863,979
1.0,-856,-84,942,-570
1.0,-57,396,667,-298
1.0,32,923,-63,-96
0.0,580,-490,831,-250
0.0,144,-494,475,-313
0.0,538,22,-226,-720
1.0,-573,-617,987,165
1.0,90,730,-344,-705
1.0,-419,791,318,-717
0.0,45,-978,-891,853
1.0,-717,-74,67,956
0.0,306,161,-811,244
0.0,742,-511,-136,-504
1.0,130,935,-759,353
0.0,935,-13,-561,2
1.0,-34,994,429,-25
0.0,595,74,369,-817
0.0,344,139,657,259
1.0,-516,-502,442,-541
0.0,353,-279,638,-365
0.0,283,358,-321,-327
1.0,-973,579,-446,523
0.0,647,-986,773,-709
0.0,268,-967,29,505
0.0,850,-666,-634,-503
0.0,705,591,-715,932
0.0,59,-743,-849,-863
1.0,-608,966,467,-440
0.0,449,-52,782,254
1.0,-553,607,363,682
1.0,-918,-111,-792,396
1.0,-830,-21,340,932
1.0,-857,-605,781,742
1.0,-485,-499,-521,-36
0.0,421,-560,-237,775
0.0,-43,-606,-836,335
0.0,922,31,532,697
0.0,624,-557,-81,-64
0.0,573,4,-553,-731
0.0,781,-316,-430,997
1.0,-803,-255,-724,-708
0.0,188,-838,891,-31
1.0,-671,-347,-354,-689
1.0,-226,7,232,112
1.0,-485,-548,-178,-466
0.0,919,-288,185,-732
0.0,167,237,398,347
0.0,767,-441,635,612
0.0,626,698,-490,290
1.0,-537,446,683,914
0.0,-326,-716,450,115
0.0,581,-210,-848,-293
0.0,631,186,-498,141
0.0,963,757,287,897
0.0,767,-542,371,743
0.0,505,-116,75,-510
0.0,839,-695,-242,-687
0.0,500,-849,825,348
0.0,624,-432,980,-992
0.0,686,-181,-222,329
0.0,120,-104,-482,425
0.0,533,-764,-663,935
1.0,-646,-540,-946,318
0.0,673,452,-359,740
1.0,-825,-439,-276,386
0.0,446,-885,-985,-692
0.0,280,42,449,536
0.0,-110,577,826,920
1.0,-696,509,-61,-730
0.0,441,-79,581,-878
1.0,-163,-633,82,-351
1.0,102,146,-710,-559
1.0,126,868,907,-790
1.0,-844,-835,234,949
1.0,-434,235,-460,276
1.0,-731,-368,-201,-786
1.0,-793,166,-826,311
1.0,277,796,100,-411
0.0,652,-290,-918,391
0.0,669,-763,266,333
0.0,-49,-997,744,984
1.0,-400,-910,-121,-837
1.0,-301,448,-698,-167
1.0,8,254,683,-422
0.0,412,-108,303,477
0.0,804,686,898,844
1.0,-690,763,-756,932
0.0,979,856,-489,-598
0.0,688,-843,821,-934
1.0,-858,-312,822,-939
1.0,-346,711,304,284
1.0,-825,720,-770,363
1.0,-149,903,933,210
0.0,372,520,407,470
0.0,599,122,550,278
1.0,-885,515,209,180
1.0,-829,-573,-848,365
