1.0,-63,832,918,122,-546
1.0,823,967,873,-279,-814
0.0,921,-371,231,207,-468
1.0,-927,268,895,-335,468
0.0,903,-706,-233,330,-247
0.0,28,-859,-451,909,-82
0.0,865,-408,425,-324,-248
0.0,616,632,305,93,469
1.0,-758,-11,995,389,-678
1.0,14,-229,73,350,-706
1.0,-218,454,776,149,-920
1.0,-720,-834,-706,-748,304
0.0,633,43,85,897,201
1.0,-873,994,-651,-730,-385
0.0,36,399,105,904,-557
1.0,471,886,943,-499,-745
1.0,-350,924,290,674,-695
1.0,-134,948,665,837,-271
1.0,-943,-170,619,-736,-818
1.0,-482,-699,-2,-245,-919
1.0,-800,-605,-227,-463,-240
1.0,-518,285,133,-973,-27
1.0,-875,-491,-172,-345,204
0.0,-46,-911,-432,795,-509
1.0,-724,942,-470,904,520
0.0,-139,-929,-717,810,-508
1.0,-209,981,-971,-683,693
0.0,365,732,-582,137,419
1.0,-380,-589,-621,-36,-478
0.0,-129,-196,-301,-208,384
1.0,-762,850,-108,-829,283
1.0,-124,220,929,-584,925
0.0,-849,-970,288,694,960
0.0,791,854,-250,465,323
0.0,-29,-52,-719,-127,584
1.0,-281,851,-98,71,-669
0.0,376,-727,422,-48,358
0.0,654,322,396,680,-292
0.0,244,-468,147,862,871
1.0,93,645,98,189,-579
0.0,-666,-104,96,401,660
0.0,617,-542,-993,510,-225
0.0,-599,-958,-728,123,-281
0.0,-327,-948,-344,-546,893
1.0,81,326,-53,-428,-454
0.0,685,-464,655,-162,-37
0.0,597,710,-21,5,327
0.0,297,667,906,94,336
0.0,931,-579,-392,989,-497
1.0,-289,-329,679,406,-850
0.0,-571,292,-151,715,657
0.0,185,-721,-943,-988,445
1.0,-520,602,836,-340,738
1.0,-505,652,-267,540,430
1.0,-370,25,-462,-704,-439
1.0,-390,293,220,-463,801
0.0,-611,-469,-427,90,404
1.0,-731,-14,-629,342,151
0.0,889,-583,-617,-704,686
1.0,-851,-307,102,-750,217
1.0,74,483,-941,-697,-258
1.0,-226,956,-606,-652,572
1.0,-24,183,-67,-410,406
1.0,-569,-166,-365,-452,737
1.0,299,196,-509,-515,92
0.0,788,441,-4,-157,602
0.0,-352,931,67,556,770
1.0,279,977,-592,176,25
0.0,18,255,223,871,472
1.0,-711,-874,-373,-313,-49
0.0,697,-666,-583,818,777
0.0,-861,-223,-186,680,750
0.0,-277,-804,108,495,-280
1.0,-344,-383,-659,186,-853
0.0,936,212,-768,-368,45
0.0,382,107,-209,184,-18
1.0,-398,-252,410,-460,484
1.0,-377,-293,-441,-178,-914
1.0,98,440,53,-324,506
1.0,-899,129,247,3,889
0.0,138,-505,26,800,-274
0.0,-90,-803,598,18,443
0.0,-282,615,-337,780,28
0.0,-430,-978,-216,733,530
1.0,602,47,264,0,-952
1.0,-349,-922,-75,-804,-319
1.0,81,-114,45,-256,-283
1.0,-849,-159,82,-930,64
0.0,841,553,-600,689,805
0.0,967,-842,-594,-401,660
1.0,221,-791,-170,-763,-546
0.0,476,-931,-678,175,366
0.0,375,-683,-883,966,554
0.0,965,-160,-48,-157,757
1.0,-964,788,409,-283,-64
0.0,758,-405,917,-267,-290
1.0,-96,-413,3,-915,684
1.0,-973,-607,406,-812,464
1.0,340,434,735,-476,128
0.0,534,-259,-368,273,154
1.0,620,-441,848,-685,-710
1.0,680,-583,757,-895,-846
0.0,929,-187,710,166,-801
1.0,-732,239,-149,739,-481
1.0,860,892,538,-781,-191
1.0,-629,843,227,-685,-598
0.0,163,-533,685,715,-703
0.0,-511,-503,-520,393,880
0.0,459,-937,27,550,-972
1.0,16,-318,-827,-813,-190
0.0,625,175,269,999,34
1.0,-441,86,-509,-435,225
1.0,-672,-902,893,-316,-612
0.0,452,206,-872,279,-246
1.0,-153,127,-766,-855,-10
1.0,-128,317,-404,439,-709
1.0,-308,639,614,-929,543
1.0,215,-680,-781,-991,253
0.0,-277,-724,505,887,263
1.0,-910,571,-202,-982,406
0.0,757,481,-187,207,707
