1.0,-883,-150,-732,858,393
1.0,453,66,303,-526,832
1.0,539,925,296,-50,168
1.0,-532,521,-962,816,-643
0.0,-265,-193,-203,-989,-950
0.0,-658,414,-419,-515,-83
0.0,-206,-889,-819,509,0
0.0,-666,-468,-367,760,-642
1.0,-162,-319,-592,544,817
1.0,153,-28,-128,744,232
1.0,900,258,108,856,642
0.0,-880,-124,-572,497,-607
1.0,247,-30,-363,891,724
1.0,848,620,185,-564,349
0.0,-415,-690,-397,445,-117
0.0,-570,-417,-178,182,-591
1.0,-14,80,141,956,751
0.0,733,511,-55,-297,-894
0.0,427,510,249,-309,-697
0.0,887,79,704,-917,-337
0.0,746,152,456,228,-657
0.0,-665,-339,-317,-966,722
1.0,712,720,447,-114,-442
0.0,149,-715,406,-819,-544
1.0,-542,939,135,407,-756
1.0,-485,-252,558,656,-618
1.0,933,-51,788,-984,978
1.0,381,610,304,-860,189
0.0,953,-146,267,-137,33
1.0,116,886,415,862,277
0.0,-966,-904,973,-954,316
0.0,-448,439,-642,3,-867
1.0,767,-658,-126,987,820
1.0,-414,-500,-479,995,412
0.0,-107,915,-661,-921,-40
1.0,-546,359,-748,765,-247
1.0,606,906,550,-196,725
0.0,16,-22,190,830,-978
1.0,380,718,398,118,-405
0.0,-571,-586,-413,-301,-835
1.0,-522,38,-511,-751,849
1.0,462,924,598,-770,959
0.0,77,-149,247,395,-417
0.0,-4,-28,-968,-850,769
0.0,780,-943,516,311,-35
1.0,876,-37,-263,375,989
1.0,-522,826,950,870,446
0.0,205,-619,-406,-462,254
1.0,-598,-4,175,-450,619
1.0,-408,-55,57,-7,752
1.0,247,769,62,991,667
0.0,152,-441,-625,599,256
0.0,208,-800,-114,-119,-145
1.0,-648,693,901,613,871
1.0,651,942,434,250,931
0.0,338,-457,-723,-956,243
0.0,688,259,-472,-221,-7
1.0,170,486,-267,120,234
1.0,-360,92,-489,993,-93
1.0,-77,916,-152,-154,508
1.0,928,-274,635,-29,684
0.0,-843,-366,-672,-136,-302
0.0,677,435,321,-339,-488
0.0,-385,-371,-730,-992,-390
1.0,-370,124,-239,278,411
0.0,136,475,362,-593,-584
0.0,915,-586,474,331,-992
1.0,-69,818,233,-349,980
0.0,79,-777,-895,-746,338
0.0,533,479,-833,139,-499
1.0,2,773,840,-298,628
1.0,-687,649,806,248,497
1.0,90,809,238,-87,638
0.0,-171,-210,685,119,-782
1.0,875,811,907,17,100
0.0,29,78,-618,-804,-68
0.0,447,711,-303,-471,-178
1.0,-982,388,819,-995,102
1.0,692,84,387,56,597
1.0,674,665,920,-504,260
0.0,372,-67,320,6,-329
0.0,-29,211,-56,12,-738
0.0,395,-753,-624,495,-406
1.0,-456,909,-43,-214,497
0.0,129,-262,227,757,-431
1.0,262,419,910,196,129
0.0,-753,-705,-480,-97,736
0.0,768,-993,754,-158,678
1.0,-402,-490,-388,796,700
1.0,625,183,-19,882,297
1.0,-525,330,35,745,187
0.0,-635,-668,-197,-288,-78
1.0,-702,733,630,786,476
1.0,-22,894,-412,67,-431
1.0,18,904,-299,179,-560
0.0,-812,-754,294,388,-420
0.0,-28,115,2,224,-466
0.0,-856,-82,-119,-223,-399
0.0,484,-640,838,-417,-462
0.0,441,295,-475,-142,-60
0.0,58,-294,-564,-50,-365
0.0,286,-928,362,717,189
0.0,-989,-553,-997,673,207
0.0,942,-954,603,155,835
0.0,945,-501,134,400,198
1.0,347,629,105,544,582
1.0,762,545,299,519,298
1.0,-878,643,-650,616,-582
1.0,-622,166,-300,-392,704
0.0,940,-360,167,637,-842
0.0,338,-808,-853,-744,-256
1.0,-755,839,819,-726,-501
1.0,-856,373,744,-157,-156
1.0,343,367,-14,231,-219
0.0,980,-898,-388,300,-633
1.0,825,196,657,-124,48
0.0,97,-573,861,-468,14
0.0,962,-179,360,373,-901
0.0,863,-599,-250,-8,-180
1.0,-393,292,917,-47,95
1.0,91,-365,562,727,576
0.0,-821,190,-135,-740,-243
1.0,790,939,72,-863,917
1.0,-936,-51,761,-871,-65
0.0,445,-492,-782,-144,-330
0.0,643,-895,-590,-173,-870
0.0,-504,-49,-948,-341,-213
0.0,-618,-381,282,4,-986
0.0,-814,642,-557,-997,91
1.0,185,410,433,-316,358
