1.0,-33.543400991371755,-365.5510248998099
0.0,892.5943493063774,-528.7441869888285
1.0,291.3802881748377,-158.25195330039674
1.0,95.51453170674819,43.68410027445941
0.0,937.7986883950055,778.6187231453425
0.0,889.8136862402025,-195.62015083906624
1.0,190.51212572411623,-37.67794743832127
0.0,-412.5210393411072,-451.53728775071863
0.0,-323.15930155701176,-963.560021596637
1.0,-93.3612918235086,-76.84281932524016
0.0,18.197646815796475,642.2184287316725
0.0,355.2541933181508,722.6912602839507
1.0,290.0045930463937,-25.388571084558123
1.0,238.7269695326088,-517.199762415733
0.0,161.00962123004206,459.45335808908567
1.0,424.0789796606423,-91.61580992074704
0.0,216.95812917471721,904.732247133815
1.0,-140.74923220184758,-210.7680505168263
1.0,-147.7466059510915,210.1264458105345
0.0,747.994564988873,-631.2573222319199
0.0,685.4955079159306,307.62380977611247
1.0,437.11621509909935,-330.4453129547571
0.0,255.5563891418758,971.3464727196292
0.0,-974.445585885769,-456.1624241842128
1.0,-119.62500703924563,106.90187529692048
0.0,562.2257386895017,-350.4345011886172
0.0,468.3548393802255,523.1823143987119
1.0,211.6417164619939,-201.79372167890352
0.0,946.6784511308172,109.3822008653242
1.0,506.30152954635605,-4.764975678470705
1.0,282.7178670547692,-156.40310536194877
0.0,-901.2094496512246,656.8548913482821
1.0,250.77735916535676,-313.02116291350774
1.0,-9.739458974900657,-190.47572630125526
0.0,-737.8340743556807,-253.75276586242705
0.0,269.77651107285146,-873.430082626136
1.0,71.70029771013384,-139.20320420180104
1.0,-7.729045213298718,-262.1085907493525
0.0,534.901212462036,776.8954045753592
1.0,39.32798114336859,208.46163071849412
1.0,-180.70173852995606,-138.6361619515351
0.0,-740.3728995239394,797.9406774393844
1.0,134.0180275743026,-10.771296130247379
0.0,752.8556377037992,761.6998102756604
0.0,-449.04718838553697,186.74792627327088
1.0,-30.66830217435107,-355.40644365595546
1.0,290.43481567551953,-68.59911663025707
0.0,824.0395026735096,714.6539322530848
1.0,279.81898309000655,40.764684138388134
0.0,332.4978615430625,499.945912902341
0.0,-169.2347043657834,391.6261545145196
1.0,-151.25908200993956,-126.07797762923909
0.0,371.14580641219345,731.3885171746006
