1.0,-305,555
1.0,813,180
1.0,645,289
0.0,-247,-772
0.0,-892,895
0.0,-525,778
0.0,-386,-702
1.0,824,-95
0.0,-425,192
1.0,539,-595
0.0,-755,741
0.0,-481,-974
0.0,-404,432
0.0,-652,-807
0.0,-378,536
0.0,-783,-960
1.0,585,118
0.0,-447,-999
1.0,-518,867
0.0,-707,650
1.0,865,-77
1.0,-137,790
0.0,-850,690
1.0,-306,906
0.0,-425,230
1.0,392,10
0.0,-226,94
0.0,-821,-86
1.0,89,297
1.0,681,964
1.0,940,-301
0.0,-654,94
0.0,-484,-54
1.0,-71,963
1.0,995,-964
1.0,361,110
0.0,-466,535
0.0,-312,-373
1.0,176,23
1.0,83,454
0.0,-49,-854
0.0,-295,-153
0.0,-309,-46
1.0,-392,836
0.0,-676,-636
1.0,270,121
1.0,794,642
0.0,-853,897
1.0,-52,801
1.0,572,-386
0.0,-897,-11
1.0,-107,401
1.0,785,-528
1.0,364,930
0.0,-683,-893
0.0,-616,-388
1.0,778,-783
0.0,-194,-312
1.0,105,684
1.0,636,-837
0.0,19,-160
1.0,562,-117
0.0,-978,329
1.0,503,-23
1.0,930,-636
0.0,-728,369
1.0,833,-779
1.0,480,-375
1.0,314,273
0.0,-571,657
0.0,-885,89
0.0,-339,-346
1.0,340,-481
0.0,237,-806
1.0,495,921
1.0,-79,216
1.0,941,535
1.0,577,73
1.0,270,174
0.0,-696,-643
1.0,-394,755
0.0,-988,740
0.0,-794,810
0.0,-373,93
0.0,-643,286
0.0,-35,-628
0.0,-837,-77
0.0,-379,-518
1.0,549,498
1.0,988,-905
1.0,992,-381
1.0,818,902
0.0,91,-542
1.0,886,-716
1.0,509,134
1.0,612,400
0.0,-858,-273
1.0,951,-431
1.0,852,-917
0.0,-872,926
0.0,-229,236
1.0,9,589
0.0,80,-554
1.0,798,719
0.0,-259,-502
0.0,-328,-754
1.0,574,-316
0.0,-810,815
0.0,-232,-97
0.0,-131,-627
1.0,294,748
1.0,912,18
1.0,473,593
1.0,332,-436
1.0,-449,936
1.0,762,709
1.0,936,-308
1.0,341,40
1.0,734,-451
1.0,715,-854
0.0,-470,-64
0.0,-906,913
1.0,232,273
1.0,-350,670
0.0,-588,-824
0.0,-171,-816
0.0,-454,-154
1.0,516,-383
0.0,-841,301
1.0,141,147
1.0,885,-145
1.0,371,113
0.0,-729,458
1.0,680,47
0.0,-663,-200
0.0,-461,-494
1.0,737,-885
1.0,888,365
1.0,89,282
0.0,-135,-701
0.0,-351,-537
1.0,806,-398
1.0,377,359
1.0,318,226
1.0,608,-598
1.0,253,-51
1.0,253,876
0.0,-753,668
0.0,-402,584
1.0,559,555
0.0,585,-956
0.0,1,-133
1.0,-181,519
1.0,357,164
1.0,847,-262
1.0,703,-688
1.0,183,265
0.0,-319,-102
0.0,-378,373
0.0,-579,-660
0.0,-511,551
0.0,-592,-742
0.0,-834,-300
0.0,-570,-579
1.0,562,-284
0.0,-741,903
0.0,570,-864
0.0,-742,-684
0.0,-188,179
1.0,153,454
0.0,-441,583
1.0,734,988
0.0,-506,-832
1.0,126,873
0.0,250,-897
0.0,-509,-100
1.0,354,100
1.0,760,359
1.0,397,-81
1.0,-50,788
0.0,-668,10
0.0,-933,607
1.0,349,601
1.0,680,-703
1.0,892,672
0.0,-611,902
1.0,-55,590
1.0,824,-43
0.0,-476,485
1.0,671,-151
0.0,-658,-137
0.0,-692,911
1.0,872,-349
1.0,20,892
0.0,-988,956
1.0,-87,483
0.0,-117,-231
0.0,502,-842
0.0,-803,-975
1.0,826,-327
1.0,560,-288
0.0,-90,-427
1.0,392,957
0.0,-924,841
0.0,-782,218
0.0,-783,-999
0.0,-608,-591
0.0,-847,186
1.0,809,604
1.0,723,522
0.0,-954,-313
0.0,-117,-345
1.0,560,-167
1.0,856,808
1.0,686,831
1.0,808,-51
0.0,-866,104
1.0,752,-898
0.0,-703,456
0.0,-996,752
0.0,-890,-368
0.0,-977,424
1.0,432,101
0.0,469,-948
0.0,82,-454
1.0,-213,422
1.0,493,-339
1.0,869,854
1.0,300,307
1.0,574,-633
1.0,971,194
0.0,-985,830
1.0,486,-714
0.0,-337,151
1.0,262,777
1.0,465,658
1.0,763,452
0.0,-710,481
1.0,57,21
0.0,148,-552
1.0,894,-499
0.0,525,-978
1.0,-441,695
1.0,647,536
1.0,-137,301
1.0,590,-76
1.0,727,-265
0.0,-606,-497
0.0,91,-306
0.0,142,-799
1.0,619,-158
0.0,-202,-136
1.0,255,423
0.0,-515,161
0.0,-452,-452
0.0,-595,681
0.0,-540,-551
1.0,315,870
0.0,-137,-699
1.0,364,885
1.0,930,-140
1.0,-534,805
0.0,-716,-488
1.0,169,86
0.0,-961,-594
1.0,721,228
1.0,515,31
0.0,-957,-633
0.0,-658,610
0.0,162,-465
1.0,192,50
0.0,-437,-183
1.0,185,-278
0.0,-546,805
1.0,620,-49
0.0,-237,-680
1.0,806,788
1.0,455,618
1.0,152,973
1.0,102,110
1.0,621,421
0.0,-299,11
0.0,-781,285
0.0,-947,-916
1.0,95,265
1.0,536,726
0.0,-843,-59
0.0,-90,-798
0.0,262,-694
0.0,486,-796
0.0,-902,-520
1.0,229,-316
0.0,-920,-57
1.0,892,966
1.0,97,220
1.0,249,118
1.0,341,-309
0.0,-389,381
1.0,503,-423
0.0,-658,-616
0.0,51,-100
0.0,-39,-73
1.0,746,539
1.0,903,721
0.0,257,-941
1.0,340,540
1.0,-318,642
0.0,-200,-477
1.0,705,-18
0.0,150,-465
0.0,305,-583
1.0,266,211
1.0,-62,398
1.0,-365,932
0.0,323,-729
0.0,-989,-705
0.0,-83,-101
0.0,237,-721
0.0,-296,-927
1.0,516,-167
1.0,-76,500
0.0,-284,-984
1.0,119,440
0.0,-685,363
1.0,153,-68
1.0,-12,953
0.0,-406,366
0.0,-458,-304
1.0,420,858
1.0,872,876
0.0,-301,97
0.0,-668,366
0.0,-367,-692
0.0,-817,532
0.0,-813,294
0.0,-151,-281
1.0,492,723
0.0,-216,158
1.0,885,322
1.0,749,850
1.0,528,177
1.0,797,352
1.0,885,894
1.0,353,-266
1.0,720,206
1.0,-324,923
1.0,-43,987
0.0,129,-276
0.0,-284,100
0.0,-543,-473
1.0,729,47
1.0,612,368
1.0,439,87
0.0,-157,-880
1.0,933,87
0.0,-326,-340
1.0,172,677
1.0,852,468
1.0,151,112
0.0,-64,31
0.0,-639,3
1.0,694,-188
1.0,852,956
1.0,321,-262
0.0,-857,-785
1.0,307,506
1.0,578,300
0.0,110,-331
0.0,-134,-128
0.0,99,-664
0.0,-776,880
1.0,977,57
0.0,-442,-388
1.0,903,-88
0.0,147,-352
1.0,428,867
1.0,309,717
0.0,-166,-111
0.0,-492,-447
1.0,884,-816
1.0,286,962
0.0,-798,221
0.0,-480,74
0.0,-104,-971
0.0,-190,-136
1.0,477,-400
0.0,-971,-337
1.0,457,-209
0.0,408,-768
0.0,-745,-773
0.0,-870,-695
0.0,-512,-62
0.0,-913,-924
0.0,-427,-315
0.0,-590,-49
0.0,-129,-684
0.0,-472,-108
1.0,926,156
1.0,957,-770
0.0,-340,-391
0.0,-350,-261
0.0,-403,484
1.0,299,219
1.0,502,149
0.0,-132,-726
0.0,-269,1
0.0,-893,-699
0.0,-965,800
1.0,746,-663
0.0,-423,-849
0.0,-296,-305
1.0,759,-770
0.0,-676,905
1.0,693,576
0.0,-911,863
0.0,-734,-698
0.0,-871,-433
0.0,-228,-765
1.0,-13,545
1.0,-19,476
1.0,522,307
1.0,234,342
1.0,833,755
0.0,-654,-214
0.0,-507,-596
0.0,-480,232
1.0,767,-583
1.0,738,-218
1.0,709,304
0.0,-801,144
0.0,-822,478
1.0,469,485
0.0,-54,-707
0.0,242,-699
