0.0,-429,664,734,-872
0.0,-488,-513,604,989
0.0,-706,-808,-321,-977
0.0,-657,-335,582,-254
1.0,95,145,212,991
0.0,-532,-966,469,-659
1.0,-453,-845,-617,-818
1.0,-703,-196,-760,909
1.0,-66,345,382,178
1.0,822,648,-857,304
0.0,505,-653,676,876
1.0,-270,-164,-420,842
1.0,-989,27,611,863
0.0,782,759,254,303
1.0,-720,659,-445,-100
0.0,-258,-496,873,-664
1.0,218,821,-814,369
1.0,313,770,-607,989
1.0,-918,549,219,229
1.0,-299,197,-645,454
1.0,-797,-557,185,762
1.0,-669,397,255,-286
0.0,549,-770,941,972
1.0,116,299,-904,-116
1.0,410,491,-512,607
1.0,-353,862,550,247
0.0,722,-489,-377,733
0.0,-39,-464,280,281
0.0,657,52,844,613
0.0,693,45,540,615
0.0,257,-365,911,792
1.0,-924,-18,-438,5
0.0,980,-58,-311,-951
1.0,11,913,-625,-478
0.0,370,-848,620,-363
0.0,498,-797,-596,-746
1.0,155,284,-808,-745
1.0,-801,729,462,-106
0.0,801,-496,-812,237
1.0,-885,811,709,-145
1.0,-422,156,-551,965
1.0,432,74,-710,-643
0.0,948,-344,-816,-873
1.0,76,899,443,316
1.0,-173,230,-395,210
0.0,102,723,638,390
1.0,-370,-262,-838,21
0.0,221,471,943,35
1.0,-377,-642,-276,-300
0.0,-129,94,824,206
0.0,657,-308,-467,648
1.0,-730,249,-213,-928
1.0,-9,-156,-451,373
1.0,-20,-656,-959,-291
1.0,-505,-237,-477,-516
1.0,759,342,-991,-736
1.0,318,772,-760,-970
0.0,608,-495,461,-184
0.0,649,614,403,-102
1.0,272,718,-925,976
0.0,-241,-948,394,-889
0.0,241,-905,-24,-113
1.0,-647,-702,-699,-665
1.0,36,813,647,560
0.0,846,-842,-549,994
1.0,465,-597,-989,466
0.0,-690,-171,781,-125
0.0,899,-918,358,-281
1.0,-486,-229,-901,723
1.0,110,996,-75,840
0.0,-30,-685,925,570
1.0,922,960,-779,-664
1.0,444,889,-190,-110
0.0,-332,-619,920,-200
0.0,500,93,578,89
0.0,38,-721,871,447
1.0,-247,-7,-957,-495
0.0,-691,-219,802,185
1.0,-676,500,-343,824
0.0,-242,-204,718,-325
1.0,-602,-934,-714,-445
0.0,859,-627,764,-675
1.0,-393,529,-19,-919
1.0,347,-18,-373,810
0.0,999,473,480,642
0.0,984,756,269,514
1.0,-517,-600,-426,-600
0.0,-36,-813,-441,94
1.0,-955,533,-995,409
0.0,-89,-323,700,234
0.0,834,-441,264,321
1.0,-861,789,182,-404
1.0,-376,592,879,892
0.0,890,-192,894,-358
0.0,363,-590,177,-287
0.0,47,-186,411,202
0.0,952,542,259,782
1.0,-717,981,-523,-68
1.0,142,288,-185,242
1.0,-209,577,144,-141
1.0,524,253,-761,-172
1.0,496,-225,-945,447
0.0,174,-592,406,-331
0.0,881,225,684,-637
1.0,-504,682,708,807
1.0,-590,111,617,56
1.0,144,-550,-542,560
1.0,-514,-738,-341,162
1.0,-514,-48,774,950
1.0,-87,756,-291,618
0.0,-713,-962,256,341
0.0,639,797,121,-986
0.0,698,577,-602,-934
0.0,731,195,340,535
1.0,-744,627,641,832
0.0,405,14,794,506
0.0,-219,-184,788,856
1.0,-897,-11,146,300
0.0,-535,-974,2,-522
0.0,408,-923,283,-666
0.0,75,-83,595,643
0.0,913,-555,800,876
0.0,191,-113,553,564
1.0,-599,182,463,991
1.0,-890,-302,-483,400
1.0,-743,-167,-670,668
0.0,-621,-591,672,-768
0.0,615,933,240,-908
1.0,-666,871,-672,-534
0.0,557,-369,39,-419
0.0,118,-400,-384,-912
1.0,-408,396,933,498
1.0,-295,-848,-995,-230
0.0,303,426,980,-908
0.0,951,-993,-662,-200
1.0,-866,-32,0,-848
1.0,38,317,-280,304
1.0,-665,772,-915,-746
1.0,-713,-963,-974,-303
0.0,-111,592,552,-753
1.0,-936,-89,-804,399
1.0,-764,-228,-586,-596
0.0,774,470,637,-10
0.0,790,-833,-593,766
0.0,48,-484,-461,-335
1.0,-442,193,-969,439
1.0,855,899,-719,196
1.0,-998,-799,-350,-751
1.0,-552,80,550,-34
1.0,-269,-133,-961,785
0.0,766,-373,-446,211
1.0,-933,-137,477,778
0.0,-606,-54,551,-770
1.0,-1000,727,529,169
0.0,773,54,-366,-558
0.0,594,-910,761,798
0.0,-689,-463,363,-181
0.0,581,-349,513,-980
0.0,878,-232,585,-104
0.0,11,43,409,-785
1.0,-373,797,-490,139
0.0,791,-312,675,920
1.0,-195,163,-896,682
1.0,83,305,38,75
0.0,748,-162,-84,-325
1.0,-948,727,-986,691
1.0,-192,-20,-310,-146
1.0,105,59,-574,-752
1.0,-67,-634,-344,817
0.0,972,-613,-388,177
0.0,49,-32,784,-801
0.0,303,-30,-373,-153
1.0,-741,942,-896,172
1.0,-336,772,1,492
1.0,-908,286,963,759
1.0,-654,-277,-585,-161
0.0,-232,-589,-31,-362
1.0,-791,983,307,435
1.0,-351,650,-282,-502
0.0,763,-185,95,591
0.0,743,-815,-334,-562
1.0,-551,736,798,-548
1.0,-440,120,-201,-236
1.0,461,553,-408,-325
1.0,366,-100,-597,859
0.0,-926,-767,193,-551
0.0,754,-551,688,64
0.0,-80,-746,122,-290
1.0,-201,-85,-927,123
0.0,12,-291,-358,-684
0.0,860,-904,648,-828
1.0,220,334,-340,-145
1.0,-592,282,-889,510
0.0,442,-617,874,-428
0.0,806,613,927,524
1.0,-223,-71,-690,502
1.0,656,356,-487,-146
1.0,43,851,971,937
0.0,-154,226,930,655
1.0,-181,276,-539,-810
0.0,743,-217,681,322
1.0,-256,563,-248,214
1.0,-620,329,162,192
1.0,100,192,-171,-230
0.0,-334,-863,253,-784
0.0,726,-926,-38,-511
1.0,349,-249,-249,614
1.0,-596,771,915,667
0.0,-553,-988,-98,-262
1.0,-583,360,-925,-956
1.0,-837,50,300,826
1.0,-557,966,-262,638
0.0,55,315,509,-9
0.0,-434,-354,16,-631
1.0,-236,398,-869,839
0.0,586,-480,-707,-214
0.0,711,-144,-81,-400
0.0,456,187,963,809
0.0,864,-822,-939,290
0.0,986,373,-618,-369
1.0,-308,955,-902,334
1.0,165,-785,-634,795
1.0,245,954,-462,126
1.0,101,655,305,141
1.0,-913,844,446,-323
1.0,-203,602,623,505
0.0,388,-863,654,239
1.0,-316,527,84,126
1.0,-926,-978,-696,-367
1.0,202,481,-583,-37
0.0,557,169,442,242
1.0,261,-484,-251,799
0.0,879,844,243,-753
0.0,640,-90,-430,-870
1.0,-600,-197,-857,489
0.0,-925,53,860,-758
0.0,-280,-186,428,-660
1.0,-976,-289,892,530
0.0,847,570,621,546
0.0,-420,-841,244,509
0.0,106,219,359,28
1.0,-857,365,-825,-311
0.0,-228,-935,272,734
0.0,872,564,610,-927
0.0,439,400,-95,-666
1.0,-961,703,-236,-467
0.0,748,2,805,454
1.0,-373,-204,-54,944
1.0,-202,172,306,681
1.0,-650,808,-671,-74
1.0,-46,-968,-863,307
0.0,-52,591,691,-333
1.0,-695,735,133,151
1.0,-928,20,-118,-733
1.0,-766,777,544,971
1.0,-977,-553,542,316
1.0,-534,-39,-445,-533
0.0,881,105,77,-780
0.0,-755,-649,866,-630
0.0,-60,-190,617,-140
0.0,658,-367,-101,972
0.0,513,-969,445,-198
1.0,-897,719,7,2
1.0,830,773,-850,-822
0.0,-22,-336,-110,-155
1.0,7,562,-731,-724
0.0,184,-104,977,531
1.0,-790,-615,-70,-266
1.0,-573,594,-334,925
1.0,-635,416,315,-266
1.0,-900,-494,352,134
1.0,-338,217,-881,-539
1.0,442,263,-477,705
1.0,980,211,-530,703
1.0,-478,-323,-101,483
0.0,848,299,-138,667
0.0,346,-821,745,879
0.0,688,-321,-611,409
1.0,-835,226,-836,919
0.0,303,493,752,74
1.0,158,954,-362,-634
0.0,985,-528,439,-644
1.0,15,728,-541,638
0.0,448,-129,645,-217
0.0,-211,-652,932,-202
1.0,815,-273,-868,415
0.0,-280,-2,501,-862
1.0,-752,462,-825,-948
0.0,582,-761,-86,-275
0.0,665,-705,680,-832
0.0,655,-668,-331,125
1.0,-743,-275,-973,-36
1.0,-944,-549,-385,-459
1.0,-988,217,-915,-580
0.0,391,-214,-129,-490
0.0,308,608,845,-605
0.0,892,241,670,-620
0.0,192,-920,740,612
0.0,853,-370,160,-540
1.0,569,672,-643,423
0.0,-330,-54,648,582
0.0,651,2,826,266
0.0,451,392,-399,-975
1.0,837,633,-803,-629
0.0,485,363,-152,-265
1.0,34,-309,-950,-408
1.0,-638,416,176,-198
0.0,582,248,-115,137
0.0,744,790,-506,-871
0.0,810,673,791,767
0.0,506,462,114,-831
1.0,-507,457,-628,-510
1.0,-466,-587,-827,-672
0.0,-156,-998,553,60
0.0,-347,-342,681,-70
1.0,-124,-907,-675,767
1.0,20,327,-325,140
0.0,482,-445,-579,-915
1.0,407,-236,-931,-638
1.0,-429,343,-355,245
1.0,-842,700,-419,917
0.0,214,-924,-117,-356
1.0,-286,736,-288,-745
1.0,-244,-216,-572,27
0.0,666,-5,781,-280
1.0,831,830,-322,90
0.0,821,71,637,-268
0.0,843,-626,-334,768
0.0,212,-563,675,375
1.0,-631,935,536,-85
1.0,-756,522,-797,147
1.0,-102,154,-748,333
0.0,572,820,777,877
1.0,-768,819,-857,-204
1.0,-923,261,-509,455
1.0,-700,310,-800,-280
1.0,189,936,-503,-524
1.0,756,679,-814,-68
0.0,477,-874,637,-596
0.0,646,-98,-150,-320
1.0,-879,-611,-644,903
1.0,-926,982,-141,-613
0.0,811,-911,747,671
0.0,119,134,-57,-484
0.0,512,-144,814,-155
0.0,768,-826,332,383
1.0,507,337,-39,558
0.0,-219,-829,56,-432
0.0,674,-834,-279,472
0.0,-60,-272,769,724
0.0,164,-884,823,242
0.0,933,-499,365,-996
1.0,-727,920,470,680
0.0,436,297,350,73
0.0,517,796,-87,-846
1.0,43,-255,-631,-493
1.0,-385,902,905,847
1.0,-594,-979,59,726
1.0,-889,631,174,699
1.0,126,504,164,322
0.0,420,-732,143,797
1.0,-97,653,712,326
1.0,-13,253,354,478
1.0,624,330,-219,727
1.0,75,-554,-882,481
1.0,-348,192,-47,183
0.0,913,386,435,292
1.0,-791,-286,-147,-10
0.0,424,-358,351,-578
1.0,444,669,-469,-882
1.0,-590,506,95,-193
1.0,-587,-32,654,316
1.0,399,648,-904,741
1.0,-215,-459,-553,-583
1.0,-59,467,-844,350
0.0,303,687,801,-8
0.0,-351,-163,341,-545
0.0,467,-293,-757,-883
1.0,-484,367,-318,-10
0.0,72,193,-105,-854
1.0,-980,402,156,-984
1.0,-490,-476,197,369
0.0,582,705,831,102
1.0,314,252,-364,-283
0.0,803,-909,-599,-659
0.0,884,808,352,-488
1.0,-310,43,-19,-195
1.0,-533,-456,-453,967
0.0,994,-860,-269,-138
1.0,-878,295,401,-547
1.0,-754,445,-676,-812
1.0,-245,161,-370,367
0.0,-96,400,160,-979
0.0,907,519,-216,-642
1.0,861,885,-874,-99
0.0,360,-670,469,-269
0.0,-205,-870,773,313
0.0,513,-931,842,795
0.0,966,48,-301,-529
1.0,-631,-235,-566,-482
0.0,262,685,483,-293
1.0,-481,389,175,756
1.0,-906,-259,195,-451
1.0,-158,781,797,861
1.0,-772,549,-24,28
1.0,696,245,-558,154
0.0,597,587,541,64
0.0,-971,-959,-132,-820
1.0,469,285,-355,663
1.0,-789,494,-667,560
1.0,681,680,-757,-62
1.0,383,80,-332,319
0.0,-29,406,-133,-968
0.0,885,-113,224,977
0.0,840,506,596,532
0.0,537,-479,307,498
0.0,647,-17,-35,648
1.0,-481,-60,-174,-784
0.0,156,304,613,-735
0.0,860,-795,278,-533
0.0,146,-837,421,912
0.0,601,250,434,707
1.0,-169,-331,-919,292
1.0,244,77,-618,896
0.0,474,51,-811,-945
0.0,-165,-861,165,976
1.0,-696,333,-721,573
1.0,7,819,-919,516
0.0,196,-78,394,528
1.0,-728,-979,-441,26
1.0,721,645,-965,451
0.0,-106,-944,-313,-921
1.0,330,955,676,618
0.0,595,427,120,-738
0.0,-400,0,611,-279
1.0,-365,-776,-804,-85
1.0,-845,-334,-450,349
1.0,-886,522,935,285
0.0,286,405,748,301
0.0,-411,730,854,-464
0.0,549,-495,-388,-417
1.0,-756,468,428,856
1.0,-658,-552,362,696
0.0,460,-149,507,-260
1.0,-890,586,-62,933
0.0,919,-339,296,-619
1.0,-273,902,-151,882
0.0,-288,-955,-49,543
0.0,-22,-420,492,-499
1.0,855,603,-498,845
0.0,83,-310,53,683
1.0,-190,999,-951,937
1.0,-692,866,839,218
0.0,934,-991,-764,-731
0.0,-107,-89,767,-707
1.0,-96,517,-281,-31
0.0,339,-125,793,448
1.0,-432,-357,-217,-70
0.0,-627,7,773,66
1.0,-987,42,-532,708
0.0,-158,-337,509,-650
1.0,-183,731,-189,-561
0.0,574,163,993,697
0.0,-158,-76,557,127
0.0,977,-639,35,-275
0.0,-783,-177,892,-206
0.0,967,-572,-61,916
1.0,-336,637,30,-397
0.0,885,90,575,362
1.0,413,-289,-325,793
0.0,429,-998,595,-383
1.0,-938,-101,-624,-296
1.0,-421,137,115,634
1.0,-807,887,-199,573
0.0,23,-299,926,474
0.0,832,-949,438,-292
0.0,335,45,28,547
1.0,-716,500,-826,162
1.0,-431,179,-149,-217
1.0,-668,113,-854,710
1.0,738,527,-695,501
0.0,888,287,182,63
1.0,339,312,-859,755
1.0,-952,196,83,-18
1.0,234,206,-10,380
1.0,-835,292,741,994
0.0,219,-730,271,301
0.0,453,-771,848,965
1.0,-241,12,15,-114
0.0,694,-765,186,106
1.0,450,683,-520,-329
0.0,610,120,889,428
0.0,-150,714,866,-138
1.0,885,-347,-874,788
0.0,-590,-534,465,255
1.0,-635,956,189,-474
0.0,528,-793,214,321
0.0,-210,-87,435,359
1.0,-751,592,-676,-765
1.0,-754,-594,-946,688
1.0,182,-647,-832,123
0.0,580,-319,306,63
0.0,544,-354,-408,-335
0.0,-263,-469,611,511
0.0,829,-307,613,-294
0.0,904,-816,58,695
0.0,286,-994,-506,-755
1.0,-934,372,-410,464
1.0,-195,792,-383,555
1.0,-697,-734,-479,-399
0.0,-531,-431,499,-627
1.0,235,509,-889,403
0.0,250,-868,-559,-685
1.0,26,-59,-573,-491
0.0,611,635,-304,-568
0.0,-258,-883,-46,237
0.0,703,772,936,-696
1.0,-526,814,-173,796
1.0,-947,-347,-811,800
1.0,-329,342,-432,544
0.0,-237,-729,-70,-736
0.0,574,305,-52,-929
1.0,-313,953,-879,-480
1.0,515,772,-678,-559
1.0,-481,521,-966,-311
0.0,239,-448,893,-206
1.0,226,-55,-754,-970
0.0,666,33,-188,440
0.0,181,297,928,-177
1.0,-155,-324,-405,951
1.0,-158,603,-858,403
1.0,-318,-776,-705,-142
1.0,699,-632,-885,879
1.0,-802,-592,-560,-643
1.0,-816,659,-791,-646
0.0,612,343,613,-374
1.0,-879,-220,413,607
0.0,255,324,180,-552
1.0,-466,-288,-711,664
1.0,-440,905,-5,-779
1.0,-152,967,560,104
0.0,-32,904,512,-981
0.0,556,268,712,89
0.0,-38,468,934,-653
0.0,649,-837,-789,-614
0.0,888,619,-315,-504
1.0,-930,-852,-260,377
1.0,-456,675,375,369
1.0,-215,146,60,478
0.0,783,-927,-80,690
1.0,-921,-794,-225,460
0.0,227,-597,906,-375
0.0,15,-143,793,-214
1.0,53,37,-182,140
0.0,379,-827,-819,-990
0.0,797,795,255,-13
0.0,210,-403,956,797
0.0,596,-688,-685,-752
0.0,813,-348,415,197
1.0,-546,548,633,37
1.0,-951,-49,-572,693
0.0,-603,-866,218,512
1.0,-718,928,899,-671
0.0,395,1,-251,-231
1.0,-818,821,261,629
0.0,418,714,664,433
1.0,-830,949,-184,-54
0.0,289,-418,179,-516
1.0,-156,-58,-563,199
0.0,585,-110,821,552
1.0,-317,53,-682,673
0.0,348,-699,785,281
1.0,-271,472,-8,579
0.0,374,46,146,782
0.0,939,289,262,466
1.0,-524,668,97,278
0.0,641,184,-746,-484
1.0,615,402,-736,733
0.0,-985,-864,243,-504
1.0,377,970,-936,-833
0.0,417,416,753,657
0.0,991,396,791,355
1.0,-816,-146,339,343
0.0,339,-684,-437,-253
0.0,639,-440,-33,-597
1.0,-753,850,-495,-210
1.0,-914,496,946,778
0.0,833,-47,-439,-74
0.0,513,151,474,-961
0.0,219,-451,-173,-810
0.0,683,926,824,-321
0.0,-301,691,780,-711
1.0,-737,-27,-748,-609
0.0,896,-445,769,141
0.0,410,-410,-726,-126
0.0,438,186,758,763
0.0,698,-623,-880,279
0.0,-274,-682,158,-469
0.0,737,680,387,-919
1.0,530,266,-666,187
1.0,-190,584,170,348
1.0,264,799,-945,-380
1.0,-549,92,-111,111
0.0,621,-83,-850,-475
0.0,93,-947,-544,-458
1.0,764,242,-640,417
0.0,314,547,529,110
0.0,859,-151,-102,964
0.0,771,969,321,34
1.0,-573,859,583,-448
0.0,385,-820,775,229
0.0,-767,-513,998,315
1.0,151,510,-806,460
0.0,28,-954,-360,626
1.0,-61,393,-45,407
0.0,-127,-493,725,655
0.0,95,281,986,836
0.0,749,110,-171,527
0.0,-942,-397,973,251
0.0,789,573,-426,-940
1.0,356,585,27,316
1.0,-566,277,876,312
1.0,-654,755,-245,-58
0.0,-39,-854,228,-856
0.0,975,-675,-415,727
1.0,60,-831,-837,-103
0.0,-45,-120,440,-676
0.0,507,547,516,-765
0.0,993,-632,164,-506
1.0,83,696,-369,44
1.0,-291,-807,-221,656
0.0,-402,-892,-39,-736
1.0,27,-597,-868,-495
0.0,-95,-657,-310,1
1.0,-641,-7,119,-223
1.0,-631,-849,204,690
0.0,979,-490,327,321
0.0,839,-615,-739,-583
0.0,-536,177,480,-471
0.0,583,849,529,-366
1.0,-851,491,-531,-892
0.0,707,931,976,-850
0.0,-560,-510,656,322
0.0,145,-878,-630,240
1.0,-182,656,723,223
1.0,2,-433,-831,428
1.0,489,249,-966,947
1.0,-417,996,486,-882
1.0,-294,914,-819,-284
0.0,187,616,259,-993
0.0,793,327,-235,125
1.0,-487,881,747,65
1.0,341,-124,-1000,-641
0.0,-190,-441,364,-344
1.0,-900,641,-156,-531
0.0,-254,-895,111,-233
0.0,927,584,-688,-573
0.0,304,-742,-471,-306
1.0,-402,441,-905,-502
1.0,-491,-281,-49,-454
1.0,378,798,-43,492
1.0,-314,-501,-540,490
1.0,-945,-166,277,646
0.0,-194,-17,419,-259
1.0,-478,978,-506,-274
1.0,-962,-728,-579,-325
1.0,-298,428,-631,159
0.0,980,67,780,-342
0.0,-5,-725,-393,-940
1.0,-980,-870,540,441
1.0,56,112,41,600
1.0,-422,-729,-627,670
0.0,-144,-272,429,-689
1.0,164,387,353,749
0.0,359,-877,448,638
0.0,976,-984,956,458
0.0,440,-59,383,573
0.0,-621,-695,71,-424
1.0,387,837,518,787
0.0,-723,161,953,-145
1.0,-188,670,389,-205
0.0,520,568,581,-377
0.0,813,-486,-334,457
0.0,-58,-345,228,-53
0.0,277,-667,662,781
0.0,-771,-999,961,-132
1.0,-579,-473,-854,-145
1.0,-669,42,-440,951
1.0,112,9,-339,-360
0.0,307,-854,-685,-260
1.0,-122,559,-785,-446
0.0,-713,-980,584,-304
0.0,276,-611,-636,-664
1.0,-850,377,174,599
0.0,238,-581,-369,-285
0.0,258,841,766,15
0.0,556,348,588,328
1.0,-984,96,774,478
1.0,745,717,-710,-397
