0.0,-957,968
0.0,151,-700
1.0,425,369
0.0,-958,-967
1.0,-399,823
0.0,-883,-472
0.0,-629,657
0.0,-178,-127
1.0,854,649
0.0,-965,935
1.0,167,460
0.0,-409,32
1.0,798,64
0.0,-479,-920
1.0,978,728
0.0,264,-690
0.0,-335,34
0.0,-758,410
0.0,-974,-42
1.0,518,958
0.0,-497,-473
1.0,279,78
1.0,376,-352
1.0,-14,940
1.0,403,394
1.0,33,649
0.0,-829,937
0.0,-988,-136
0.0,-201,-251
0.0,-472,-555
0.0,-919,963
1.0,-139,665
0.0,-768,747
1.0,905,-709
0.0,-754,-79
0.0,-711,-123
0.0,-700,375
0.0,-148,-156
0.0,-341,-140
1.0,-316,705
0.0,-973,-370
0.0,-802,507
0.0,-662,156
0.0,-422,-367
1.0,799,440
0.0,-455,-423
0.0,-564,909
0.0,-793,-782
0.0,-801,-783
1.0,-264,974
0.0,101,-929
0.0,-221,63
1.0,-312,790
1.0,638,-969
0.0,-481,104
0.0,-506,967
1.0,-43,97
0.0,-59,-789
0.0,-337,601
0.0,-686,-55
1.0,160,650
1.0,852,701
0.0,-988,-704
0.0,-678,318
0.0,-272,142
1.0,289,660
0.0,9,-559
1.0,545,-465
0.0,-758,-815
1.0,303,408
1.0,588,783
0.0,-918,829
0.0,-67,-661
1.0,265,-38
0.0,-492,123
1.0,783,193
1.0,70,233
1.0,698,318
0.0,-975,664
1.0,956,923
0.0,-491,-337
1.0,761,-44
1.0,586,-974
1.0,553,-206
0.0,-612,-778
1.0,69,92
1.0,321,695
0.0,-847,-55
0.0,-656,-594
1.0,212,-273
1.0,426,727
0.0,-596,20
1.0,746,-819
1.0,780,-111
1.0,607,217
1.0,468,89
1.0,-107,444
1.0,782,-315
1.0,566,359
0.0,-278,-255
1.0,691,-493
0.0,-62,-206
1.0,925,327
1.0,91,43
0.0,-220,23
1.0,715,475
1.0,640,102
0.0,-640,-162
1.0,965,508
1.0,137,45
0.0,321,-793
1.0,635,440
1.0,775,-901
0.0,-750,-715
1.0,438,-293
0.0,-900,984
1.0,-326,943
1.0,163,523
0.0,-738,819
0.0,-463,-717
1.0,223,850
1.0,412,-746
1.0,171,928
1.0,387,358
1.0,558,-737
0.0,139,-664
0.0,-844,-445
1.0,-161,909
1.0,163,733
1.0,945,-100
1.0,426,-36
0.0,220,-865
1.0,795,-432
0.0,22,-792
0.0,-469,127
0.0,-428,-849
0.0,183,-899
0.0,-343,-286
1.0,204,-383
0.0,-23,-941
0.0,-513,669
1.0,999,-982
1.0,290,332
0.0,-534,647
1.0,250,-386
1.0,184,921
0.0,-766,-394
1.0,483,-382
1.0,832,261
0.0,-86,-332
1.0,363,530
1.0,312,55
1.0,477,233
0.0,-435,-425
1.0,-51,150
0.0,-510,-938
1.0,458,-391
0.0,-292,257
1.0,115,446
1.0,702,206
0.0,-96,-362
1.0,-149,676
0.0,-817,-361
1.0,924,6
1.0,809,-586
0.0,-861,792
1.0,730,-525
1.0,-124,594
1.0,71,71
0.0,-969,166
0.0,-428,103
1.0,166,-34
1.0,416,-729
0.0,-592,-479
0.0,-303,-58
0.0,-716,381
1.0,250,-351
1.0,739,273
0.0,-278,-598
1.0,451,-743
1.0,47,180
1.0,802,521
1.0,882,-591
0.0,-828,681
1.0,855,21
0.0,-609,-789
0.0,-573,-545
0.0,-538,304
0.0,67,-406
1.0,528,-806
0.0,306,-923
1.0,544,-49
1.0,777,-390
0.0,-617,238
0.0,-572,376
