0.0,-883,-78
0.0,441,906
1.0,-339,-522
1.0,-956,-858
1.0,828,-733
0.0,-969,-542
0.0,-921,518
0.0,700,883
1.0,702,-197
1.0,571,-840
1.0,820,312
0.0,21,822
1.0,612,-255
0.0,-536,686
0.0,385,894
0.0,82,174
1.0,101,-32
0.0,-112,356
0.0,-264,467
0.0,321,860
1.0,681,127
1.0,906,-850
0.0,-636,238
0.0,-682,-156
1.0,464,-451
0.0,549,654
1.0,-559,-926
0.0,736,552
1.0,315,50
1.0,107,-941
0.0,-905,-352
1.0,838,-130
1.0,-611,-767
0.0,-103,272
0.0,-502,473
0.0,481,472
0.0,-358,-137
0.0,-739,7
1.0,-756,-667
1.0,778,-991
1.0,884,316
0.0,-466,-228
1.0,891,-417
0.0,-504,-78
0.0,657,674
1.0,847,-557
0.0,-395,932
1.0,657,-232
1.0,134,-377
1.0,-535,-928
0.0,-102,113
1.0,607,-205
1.0,-200,-645
0.0,609,745
1.0,552,-362
1.0,507,-585
1.0,120,-545
1.0,-390,-482
1.0,896,-49
1.0,-54,-900
0.0,-384,973
0.0,711,720
0.0,-740,-112
0.0,-684,645
1.0,316,-358
1.0,-543,-793
1.0,-795,-899
0.0,-838,-185
1.0,511,-168
0.0,-322,475
1.0,749,-328
1.0,-811,-830
1.0,391,-848
0.0,-522,601
1.0,347,-82
0.0,-280,882
1.0,142,-963
1.0,-134,-940
0.0,-871,601
1.0,344,-493
0.0,-396,237
0.0,-206,267
1.0,245,-793
1.0,646,-149
0.0,-865,177
0.0,-821,-80
0.0,-25,242
1.0,121,-769
0.0,224,726
1.0,121,-295
0.0,-666,774
1.0,20,-172
0.0,224,931
0.0,639,961
0.0,212,996
0.0,-574,450
0.0,-334,-45
0.0,560,815
0.0,507,637
1.0,836,594
1.0,912,-721
1.0,200,-78
0.0,-424,-206
1.0,927,-346
0.0,-633,409
0.0,-857,-183
0.0,-120,823
1.0,48,-365
1.0,646,-707
1.0,-330,-547
1.0,736,439
0.0,-586,985
0.0,-626,658
1.0,-834,-980
0.0,-725,25
1.0,-142,-884
0.0,-495,460
0.0,-307,-121
1.0,555,-649
1.0,745,70
1.0,756,-559
1.0,198,108
0.0,-296,122
1.0,747,-104
1.0,-42,-920
1.0,-675,-624
1.0,968,-921
0.0,-84,228
0.0,-291,-42
1.0,278,-150
0.0,-611,382
1.0,352,65
1.0,820,8
0.0,833,765
0.0,-108,888
0.0,-937,359
0.0,691,989
0.0,-572,515
0.0,539,426
1.0,668,-465
0.0,-627,-397
