0.0,94,336,-161,11
1.0,25,-263,-465,524
0.0,-432,-187,738,-244
0.0,796,717,889,-381
0.0,133,335,391,-806
1.0,476,-654,219,984
1.0,348,-142,-58,-388
0.0,604,805,-312,-526
0.0,-102,883,-859,-380
0.0,-887,-779,92,-43
1.0,964,-401,-929,813
1.0,137,-802,895,-556
0.0,952,433,739,-798
1.0,985,19,-773,-1000
0.0,-942,783,-409,778
0.0,-274,918,464,835
1.0,912,-666,266,475
1.0,574,583,-47,472
1.0,581,507,-616,608
1.0,560,893,-661,-391
1.0,448,-100,265,251
0.0,-560,258,-614,-804
1.0,-310,-931,-247,730
1.0,-387,-716,-929,-942
1.0,-45,-244,-592,-749
0.0,-319,250,108,-815
0.0,-666,200,315,-102
1.0,379,355,-751,-308
1.0,796,293,157,-859
0.0,-239,-480,223,-496
1.0,-516,-894,-126,-580
1.0,241,-997,-692,-434
1.0,-342,115,-642,238
1.0,678,-178,34,540
0.0,-52,952,-26,684
0.0,-993,196,-271,-120
0.0,-756,402,568,428
0.0,-513,721,-399,-851
1.0,274,-206,-520,841
1.0,792,-906,880,888
1.0,900,938,-853,951
1.0,-416,-348,-611,-28
1.0,609,-529,407,-744
0.0,40,-754,959,-364
0.0,-389,208,534,-221
0.0,-631,745,572,-836
0.0,539,99,303,-838
0.0,-751,104,-956,349
0.0,-617,927,-675,-821
0.0,140,295,-397,-809
1.0,317,-579,-847,-996
0.0,59,241,212,-337
1.0,840,-955,774,392
1.0,-807,-497,-560,686
0.0,-902,-677,421,986
1.0,511,-335,503,-640
0.0,-10,827,-455,33
1.0,-342,-916,-700,276
0.0,-70,927,583,485
0.0,-840,396,253,54
0.0,-566,703,159,-542
0.0,-139,491,409,-376
1.0,-746,-671,-984,865
0.0,-851,-147,-266,331
0.0,-776,119,849,144
1.0,957,177,137,936
1.0,503,612,-302,-68
0.0,-310,415,986,514
0.0,176,607,455,958
0.0,-401,206,72,886
1.0,879,915,150,902
1.0,-478,-823,394,150
0.0,-248,296,257,599
1.0,-80,-817,340,701
1.0,374,-310,-611,-905
0.0,-806,-494,-492,-244
0.0,-703,446,-724,-630
0.0,-670,390,455,215
1.0,740,-465,-628,971
0.0,704,692,-10,-878
1.0,874,745,95,-377
1.0,542,-259,597,-478
0.0,822,781,336,-125
1.0,698,8,-166,809
1.0,262,102,-479,584
1.0,481,55,-19,58
1.0,944,-911,-413,879
1.0,221,-997,826,-628
1.0,778,125,160,56
1.0,340,297,221,831
0.0,465,906,-738,-737
1.0,-654,-845,-738,941
0.0,-557,279,512,477
0.0,-273,886,-451,-395
1.0,828,117,-863,-771
1.0,845,-934,552,-207
0.0,174,802,-213,678
1.0,-163,-781,10,190
0.0,-22,-184,367,-84
1.0,-801,-947,-679,-745
1.0,979,-460,-759,724
1.0,807,-372,-356,-338
0.0,417,740,554,33
0.0,189,665,-774,-652
1.0,-736,-159,-979,718
1.0,919,-275,-442,652
1.0,897,-927,725,856
0.0,402,901,-823,-446
1.0,765,-855,-318,-529
0.0,405,916,334,-11
1.0,-779,-878,-534,-273
0.0,116,776,-38,-9
0.0,-936,-395,413,834
0.0,146,-322,976,-6
0.0,-633,-265,349,151
0.0,-985,259,-346,68
1.0,302,701,-477,-55
0.0,-723,951,-983,194
1.0,87,-627,864,584
1.0,629,-806,717,291
0.0,-122,603,-975,-720
0.0,-654,507,-984,762
1.0,463,-58,-710,122
1.0,836,-944,-855,-704
1.0,-107,-11,-469,-307
1.0,546,695,-347,-490
0.0,520,860,-717,-678
1.0,905,150,-174,-480
1.0,249,-84,-42,-357
0.0,-184,855,136,427
0.0,-470,-139,51,-147
1.0,-415,365,-785,657
0.0,-807,-77,240,-807
0.0,-646,-191,-637,-298
1.0,685,-11,-92,638
0.0,0,-179,-4,-470
0.0,-717,-213,-694,8
0.0,-732,9,-926,-458
1.0,311,-613,-112,68
1.0,191,-185,296,-181
0.0,-982,119,-284,993
0.0,-349,3,-203,-557
1.0,747,792,-586,295
0.0,-990,-187,-868,-764
0.0,-313,-632,787,-265
0.0,-763,76,-781,-155
1.0,499,-532,90,752
1.0,800,-94,-134,603
1.0,-340,-625,404,569
0.0,-711,-381,836,85
1.0,-282,-464,-633,-680
1.0,853,49,-472,933
0.0,-530,-578,59,-404
0.0,-608,-196,113,796
0.0,-770,-689,419,774
0.0,-706,-343,-271,-574
0.0,540,869,571,296
0.0,-238,-418,672,-876
1.0,413,564,-885,295
0.0,-302,458,-123,-930
1.0,152,-761,479,-638
0.0,-271,77,388,680
0.0,-48,529,794,-717
1.0,983,264,388,538
0.0,882,906,814,-591
0.0,61,-98,179,-679
0.0,-33,900,935,-497
0.0,-740,157,660,-877
1.0,307,649,-537,241
1.0,208,-979,-258,485
0.0,-735,653,697,-170
0.0,526,386,-63,-758
1.0,274,-321,-348,-201
0.0,197,979,411,384
0.0,-752,711,-308,87
1.0,590,-121,639,-596
1.0,362,-166,-448,923
1.0,950,-659,-331,-855
0.0,179,495,390,155
1.0,-677,-824,-464,812
1.0,630,-127,-910,-810
0.0,-182,320,857,543
0.0,333,541,98,-934
1.0,925,-776,315,-324
0.0,-115,-782,977,-917
0.0,-3,-963,857,-751
0.0,-241,960,61,804
1.0,-65,944,-909,987
1.0,876,-968,127,689
1.0,-144,-117,-190,357
0.0,-820,111,-338,-30
1.0,832,836,-808,17
1.0,288,238,-19,496
0.0,-788,959,-978,-565
1.0,-725,215,-880,942
1.0,957,877,-993,-637
0.0,-942,-267,301,641
0.0,-951,545,239,-847
0.0,430,589,2,-974
0.0,-848,624,870,344
0.0,399,320,480,-672
0.0,173,866,-119,-116
0.0,35,342,622,-878
0.0,-493,-97,-251,408
1.0,609,-404,867,964
0.0,-747,-76,-247,-294
1.0,961,386,199,273
1.0,789,427,-257,-783
1.0,443,134,-803,867
1.0,-268,-155,-813,-565
1.0,902,304,358,695
1.0,-64,-821,-390,317
0.0,-945,294,-302,748
1.0,892,-14,-480,218
1.0,979,547,-520,369
0.0,44,-38,964,-493
1.0,145,860,-595,831
1.0,359,-603,-203,-266
1.0,392,149,-702,281
0.0,-621,-209,479,-811
1.0,24,-988,-575,-572
1.0,852,-501,901,-976
0.0,544,-24,513,-786
1.0,802,-142,-80,117
1.0,-995,-562,-459,983
1.0,-35,424,-465,660
0.0,-333,889,-48,-684
0.0,-165,319,161,-160
1.0,339,-288,-658,-436
1.0,107,181,-748,-686
1.0,236,-451,-863,-762
0.0,-727,445,-955,243
1.0,51,-499,-80,-776
0.0,-831,-524,333,-351
1.0,904,53,-777,774
0.0,-652,34,-862,-295
1.0,961,-879,413,-992
0.0,-536,-3,387,-978
1.0,255,-136,167,-150
1.0,970,-958,-102,786
1.0,633,681,-229,-356
0.0,470,-292,925,-905
1.0,-181,-560,95,711
1.0,-425,-991,251,487
1.0,741,288,-971,920
0.0,-105,630,684,-753
0.0,276,940,-554,-746
0.0,290,329,987,325
0.0,-457,-67,877,-510
1.0,-92,-206,-858,-838
0.0,31,92,963,977
0.0,-636,-703,782,283
1.0,256,-537,576,293
1.0,509,201,-786,-913
0.0,356,53,675,-969
0.0,-901,-449,280,122
1.0,-159,-787,162,525
1.0,-23,-533,582,-128
0.0,-430,-38,753,-801
0.0,-326,532,-106,-612
1.0,-770,-926,195,981
1.0,927,-890,790,268
1.0,584,-467,640,642
1.0,500,-534,732,-80
0.0,-109,217,902,426
0.0,-906,-808,375,-244
1.0,664,122,-671,-95
1.0,220,401,-215,146
1.0,106,446,-435,907
0.0,-778,200,786,668
1.0,580,184,-348,801
1.0,655,-199,824,-583
1.0,159,-383,-1000,697
1.0,196,-864,827,742
0.0,-476,400,-37,-522
0.0,168,614,282,149
0.0,-838,-534,814,813
1.0,219,-207,-190,936
0.0,-963,470,-852,-84
1.0,810,-973,-950,-285
0.0,-299,506,849,-854
0.0,-829,513,103,-229
0.0,-357,448,905,-117
0.0,19,676,517,-565
0.0,-848,31,-240,-203
0.0,-371,-932,574,-567
0.0,-738,394,-18,-585
0.0,-244,586,569,-541
1.0,714,-362,369,-120
0.0,168,682,520,-464
1.0,933,-751,-119,900
1.0,53,-400,-463,782
0.0,359,540,510,872
0.0,-297,858,325,-675
0.0,75,954,861,244
1.0,860,152,-346,371
1.0,-401,-494,-519,-490
0.0,-662,-30,761,-588
0.0,-666,-190,185,-748
1.0,667,798,-192,212
0.0,156,762,411,-678
1.0,-968,-530,-802,279
0.0,-723,588,421,-406
0.0,-388,834,-162,325
1.0,722,-19,-823,100
0.0,-210,-437,123,-854
1.0,-674,-595,-760,599
1.0,257,-630,215,526
0.0,-618,663,-837,534
1.0,388,-302,-486,826
1.0,-36,165,-382,867
0.0,-824,395,-345,721
0.0,-640,-88,300,-604
