1.0,39,-999
1.0,831,-678
1.0,-349,-410
0.0,-991,525
0.0,-54,928
1.0,-498,-104
1.0,-519,13
0.0,-813,515
0.0,-250,491
0.0,244,59
0.0,-624,219
0.0,732,540
0.0,15,828
1.0,256,-816
1.0,72,-946
0.0,-946,676
0.0,-482,565
0.0,-401,486
0.0,162,512
0.0,-233,101
0.0,394,89
0.0,967,274
1.0,252,-887
0.0,321,757
1.0,-11,-992
1.0,-231,-598
0.0,594,309
1.0,-546,104
1.0,12,-991
1.0,18,-647
0.0,873,354
1.0,330,-286
1.0,584,-695
0.0,-255,717
0.0,455,959
0.0,-954,517
1.0,808,-829
1.0,-63,-487
1.0,-326,-487
1.0,-277,-678
1.0,957,-394
0.0,255,932
1.0,-319,-973
0.0,2,771
0.0,-220,85
1.0,-205,-717
1.0,809,-218
1.0,861,-466
0.0,-81,314
0.0,-375,545
1.0,192,-794
1.0,-839,-477
1.0,667,-571
1.0,898,-286
1.0,-966,239
0.0,-839,440
0.0,641,532
0.0,619,-4
0.0,-438,794
0.0,517,246
1.0,-960,-355
0.0,406,491
0.0,681,700
0.0,-887,636
1.0,-855,-363
1.0,2,-798
1.0,-548,-365
1.0,-966,8
0.0,-672,837
1.0,984,-701
0.0,-103,719
1.0,19,-458
0.0,840,0
1.0,-874,-1
1.0,-416,-21
0.0,-630,436
1.0,-554,-529
1.0,-203,-122
1.0,-891,-86
0.0,-60,684
0.0,662,509
0.0,-426,110
1.0,-566,-885
1.0,443,-932
0.0,579,-93
1.0,243,-700
0.0,128,617
1.0,726,-242
1.0,-275,-449
0.0,846,242
0.0,563,718
0.0,31,544
1.0,117,-328
1.0,-185,-363
0.0,859,-29
1.0,-458,-680
0.0,51,510
0.0,-900,365
0.0,895,875
0.0,917,525
1.0,554,-829
1.0,156,-373
0.0,-698,339
0.0,124,351
0.0,171,335
0.0,117,1
0.0,260,448
1.0,-20,-807
1.0,-802,-459
1.0,-816,-901
0.0,-896,240
1.0,-283,-271
0.0,-478,590
1.0,721,-891
0.0,-474,464
0.0,507,-37
0.0,848,507
0.0,-854,772
0.0,241,250
1.0,207,-181
1.0,927,-680
1.0,307,-546
1.0,647,-266
1.0,-436,46
1.0,978,-856
0.0,122,980
0.0,-46,956
0.0,-164,281
0.0,365,880
0.0,516,705
0.0,-856,294
0.0,593,225
1.0,926,-732
1.0,-437,20
1.0,17,-99
0.0,-853,727
0.0,-185,460
1.0,-282,-212
0.0,-718,599
1.0,705,-331
0.0,-617,768
1.0,461,-376
0.0,-539,816
1.0,-859,-557
1.0,-546,-291
1.0,-894,-448
0.0,881,228
0.0,864,437
0.0,-784,775
0.0,-175,556
1.0,334,-101
0.0,-276,785
0.0,-755,647
1.0,-641,-433
0.0,-283,803
1.0,152,-513
1.0,340,-497
0.0,776,548
1.0,-334,-258
1.0,992,-812
1.0,-350,-526
1.0,-938,-27
1.0,-93,-399
0.0,-717,449
1.0,-126,-229
1.0,-686,-602
0.0,502,380
1.0,-416,-197
0.0,-184,376
0.0,-483,734
1.0,765,-261
1.0,-136,-635
0.0,-768,458
0.0,571,871
0.0,-386,526
0.0,165,702
1.0,-935,-149
0.0,159,840
0.0,819,471
0.0,-68,156
0.0,-880,377
1.0,-816,-47
0.0,623,255
0.0,894,585
0.0,757,722
0.0,-14,284
0.0,-48,43
0.0,944,384
0.0,765,96
0.0,-689,725
1.0,722,-848
1.0,521,-484
1.0,225,-455
1.0,52,-846
0.0,-759,195
1.0,-959,-609
0.0,990,699
1.0,-938,-455
1.0,218,-666
0.0,990,-14
0.0,612,910
1.0,-220,-437
1.0,-689,-327
0.0,747,772
0.0,-22,713
0.0,-407,182
0.0,593,1
0.0,512,973
0.0,-501,754
0.0,-568,908
0.0,639,560
1.0,567,-234
1.0,-91,-222
1.0,-206,-228
0.0,-91,784
0.0,670,863
0.0,-98,655
1.0,511,-765
0.0,532,-21
1.0,327,-773
1.0,681,-936
0.0,-102,572
1.0,415,-508
1.0,-968,-903
1.0,933,-971
1.0,376,-293
1.0,-811,-206
1.0,-26,-712
0.0,911,538
0.0,232,816
1.0,913,-744
0.0,207,584
0.0,895,131
0.0,-599,586
0.0,-307,213
0.0,470,635
1.0,175,-933
1.0,935,-679
1.0,405,-593
1.0,-142,-50
1.0,498,-941
1.0,-559,-338
0.0,3,856
0.0,598,527
1.0,-965,-238
0.0,-701,753
0.0,632,778
0.0,-720,836
0.0,-461,664
0.0,-667,686
1.0,96,-264
0.0,-212,591
