1.0,18,591,-340
0.0,177,308,523
1.0,526,756,656
1.0,709,-435,694
1.0,620,782,-796
0.0,-840,-784,622
1.0,-183,-59,-298
0.0,-970,-448,-479
0.0,-878,430,-287
0.0,-92,236,466
1.0,566,11,-36
1.0,130,209,-287
1.0,47,-669,-182
1.0,592,-495,-974
1.0,-102,553,-147
0.0,-121,-776,529
1.0,-409,604,-739
0.0,-593,110,801
1.0,994,-281,165
1.0,944,-402,489
1.0,516,-842,-837
0.0,-937,-66,-836
1.0,130,229,-709
1.0,86,67,-650
1.0,823,633,-587
0.0,-840,555,-570
0.0,-982,358,-13
1.0,554,41,315
0.0,-398,913,59
0.0,50,520,969
1.0,663,15,-761
0.0,-1000,864,-911
1.0,999,766,-112
1.0,509,768,140
0.0,-734,395,-800
0.0,-555,-845,982
0.0,-251,16,423
0.0,-274,909,-7
0.0,-563,406,-335
1.0,648,271,293
0.0,178,-833,371
0.0,187,477,771
0.0,-549,326,-181
0.0,-359,-473,445
1.0,857,192,255
1.0,769,920,558
0.0,34,-409,696
0.0,-946,56,577
1.0,397,-116,-653
0.0,-583,-551,133
1.0,412,-986,-652
1.0,487,-245,359
1.0,-397,320,-683
0.0,-254,-313,502
1.0,-207,-148,-895
1.0,223,-225,42
0.0,505,838,722
1.0,656,160,647
0.0,-470,656,-404
1.0,187,646,-797
1.0,690,-673,-885
1.0,840,107,128
1.0,-696,-403,-966
0.0,160,-604,870
1.0,-147,-38,-333
0.0,-696,950,423
1.0,545,391,663
1.0,588,12,441
1.0,939,156,152
1.0,988,432,-783
0.0,-336,-152,937
0.0,-945,-352,805
0.0,544,-947,747
0.0,-319,308,189
0.0,-143,434,0
0.0,-182,-393,543
1.0,327,-945,-571
0.0,540,460,876
0.0,-822,468,-715
1.0,309,-465,30
0.0,-678,537,-648
1.0,591,772,-818
1.0,759,385,954
0.0,-448,185,415
1.0,19,210,-114
1.0,840,-159,-518
1.0,631,-393,743
1.0,708,-411,-635
1.0,219,-958,-745
1.0,-241,-624,-723
1.0,-173,-672,-607
1.0,312,854,-672
0.0,-474,148,424
0.0,-288,120,786
0.0,238,-639,483
1.0,227,378,-820
1.0,795,617,282
0.0,-425,-742,-458
1.0,596,-814,192
1.0,921,-847,-337
1.0,724,-579,-471
1.0,512,60,-332
0.0,-105,-150,154
1.0,387,548,-9
1.0,323,-631,-690
1.0,-283,-930,-934
0.0,-898,-349,-918
1.0,584,-434,494
1.0,810,68,-804
0.0,-318,-902,723
0.0,-744,-195,-839
0.0,-148,-288,-190
0.0,-200,-297,247
1.0,720,-590,740
0.0,-404,616,650
1.0,762,216,-513
0.0,-697,208,864
1.0,393,901,111
1.0,437,860,-386
1.0,684,-439,573
0.0,-886,-707,-999
0.0,-434,559,171
1.0,723,-143,723
1.0,-37,455,-423
0.0,-535,464,-259
1.0,-314,30,-464
1.0,170,-423,-606
0.0,-117,551,218
0.0,-611,222,99
1.0,-385,-5,-558
1.0,622,-579,-588
1.0,331,-22,76
1.0,217,191,83
0.0,-739,-200,-263
0.0,-642,-371,-47
1.0,166,834,-500
0.0,136,479,324
1.0,807,717,800
1.0,808,-287,-278
0.0,-981,-162,-813
1.0,330,-130,-776
1.0,99,-346,100
1.0,-234,523,-399
0.0,49,-347,85
1.0,663,-844,-229
0.0,443,-718,768
0.0,-385,-550,-8
1.0,390,-703,468
1.0,912,-577,922
1.0,898,890,-595
0.0,-883,-174,-270
0.0,-752,-758,670
0.0,-920,417,-383
1.0,109,201,-734
0.0,-931,464,-586
0.0,-353,-515,831
0.0,-297,275,828
0.0,-919,-798,-684
0.0,-555,-880,588
0.0,-780,718,-689
0.0,-211,-289,624
0.0,-232,733,-140
1.0,827,438,85
0.0,-543,-596,-581
0.0,-578,-594,-98
0.0,-886,701,-586
0.0,-275,-975,-159
0.0,-558,-925,727
1.0,785,961,20
1.0,543,-217,7
0.0,-954,890,291
1.0,995,-535,398
0.0,-96,-365,291
1.0,-13,-295,-965
1.0,945,-679,394
1.0,-40,60,-327
0.0,-502,278,-574
1.0,983,-801,-853
1.0,411,204,-979
1.0,364,-135,-84
1.0,604,-400,-611
1.0,70,593,-674
0.0,-863,-145,927
0.0,-729,-211,173
1.0,327,902,-598
1.0,-87,137,-451
0.0,-843,510,262
0.0,-7,185,181
1.0,603,-786,-608
1.0,20,-189,-615
0.0,-855,52,-838
0.0,-566,-241,-263
1.0,830,-97,900
0.0,-203,673,-142
1.0,339,-271,352
0.0,-571,343,606
1.0,566,-510,-329
1.0,488,373,-610
1.0,767,-201,274
0.0,-754,-107,-276
1.0,719,-658,-211
0.0,-554,-251,-29
1.0,-50,-672,-121
1.0,818,584,-442
1.0,937,136,394
1.0,367,-903,372
1.0,579,951,376
0.0,212,-821,340
1.0,348,373,455
1.0,91,168,-357
1.0,686,641,-182
0.0,310,-313,547
1.0,902,184,730
0.0,99,42,471
0.0,25,338,171
1.0,420,-717,-882
0.0,295,-194,425
0.0,-997,-817,581
0.0,-120,423,760
0.0,-450,-53,-173
0.0,-332,-606,387
1.0,956,150,976
1.0,794,317,-960
1.0,818,-965,-424
0.0,-90,769,227
1.0,421,314,443
0.0,-427,-932,-121
0.0,-524,70,-670
0.0,-487,144,660
1.0,889,482,710
1.0,0,-315,-453
0.0,480,736,907
0.0,-389,-228,-221
1.0,-112,-811,-358
1.0,-68,894,-316
1.0,485,-906,-295
0.0,109,980,395
0.0,-189,127,-223
0.0,86,330,761
1.0,-43,-319,-710
1.0,486,502,-874
0.0,-734,-101,-939
0.0,-551,-371,-559
1.0,235,863,-249
1.0,744,-146,842
1.0,670,19,869
1.0,-77,687,-645
1.0,729,-872,-509
0.0,-377,-496,756
0.0,205,600,585
1.0,279,-380,97
0.0,-660,-786,-638
0.0,-178,135,923
0.0,-996,-410,-997
1.0,-176,-111,-301
0.0,437,859,714
0.0,643,469,895
1.0,159,663,-386
0.0,-820,277,567
0.0,-531,-952,825
1.0,549,-897,684
0.0,-447,239,-541
1.0,-614,-366,-983
1.0,676,-372,-993
1.0,720,-309,-911
0.0,-880,-63,550
1.0,946,437,608
1.0,927,-844,-696
0.0,-589,-87,-229
1.0,448,-8,-57
0.0,-320,463,658
0.0,457,898,767
0.0,19,-696,902
1.0,775,823,-691
1.0,-319,490,-716
1.0,507,188,-590
1.0,782,-953,878
1.0,926,708,-242
1.0,394,78,-68
1.0,651,890,-604
1.0,-174,966,-241
0.0,-629,-605,747
1.0,791,401,-361
1.0,566,722,-988
1.0,-167,499,-651
1.0,-420,824,-812
1.0,421,554,-352
0.0,-908,-706,-328
0.0,-862,-444,-797
1.0,504,518,12
0.0,172,-740,461
0.0,-829,-854,-584
1.0,848,50,-7
1.0,731,919,-155
1.0,-299,931,-634
1.0,725,254,22
1.0,241,632,-836
0.0,-551,31,-201
0.0,114,303,400
0.0,-998,399,-438
0.0,-697,47,300
0.0,-82,904,434
1.0,441,296,-205
0.0,-726,-368,-546
1.0,-186,996,-707
0.0,-159,358,-133
1.0,-256,508,-812
1.0,912,-353,81
1.0,560,-748,131
1.0,697,-669,-557
1.0,903,-73,310
0.0,-257,-357,145
1.0,653,164,683
0.0,-373,-132,-403
0.0,-776,318,-364
1.0,-65,-152,-595
1.0,937,824,-238
0.0,-973,52,-488
1.0,294,-80,340
1.0,634,-642,-34
1.0,853,-872,389
0.0,-262,-476,-248
0.0,-702,360,94
0.0,312,-544,545
1.0,722,-791,396
0.0,242,462,331
1.0,103,384,-784
0.0,233,434,974
0.0,-274,-788,-3
1.0,833,376,311
0.0,-824,435,737
0.0,-571,-444,-244
0.0,-430,-790,-213
1.0,161,-225,13
1.0,776,-356,35
1.0,712,88,770
0.0,-844,298,-231
1.0,337,-670,211
0.0,-338,-878,16
0.0,-875,405,-34
0.0,-898,857,-481
0.0,-823,804,890
0.0,-780,749,275
1.0,225,840,-505
0.0,-491,830,-158
0.0,-860,136,-23
1.0,-343,173,-898
1.0,734,-547,85
0.0,-582,509,429
0.0,12,-701,606
0.0,-475,867,439
1.0,647,174,-538
1.0,597,-762,-94
1.0,-6,-902,-142
0.0,-517,-532,-461
1.0,598,-992,-932
0.0,428,-671,917
1.0,936,-532,249
1.0,348,661,-735
0.0,-729,825,104
0.0,-68,-738,919
0.0,-730,170,878
1.0,418,-580,186
0.0,318,422,700
0.0,-344,788,356
0.0,-159,450,332
0.0,-372,-821,168
0.0,-111,-434,-43
0.0,41,-726,577
0.0,-675,-711,86
0.0,-201,522,-121
0.0,160,-831,887
1.0,47,-415,-635
1.0,887,-751,-421
1.0,635,88,-526
0.0,-910,-484,836
0.0,-879,-829,-795
0.0,-931,-481,909
0.0,-735,-345,-563
0.0,-942,492,145
0.0,-518,-356,-26
0.0,-873,-588,-894
0.0,-280,68,82
0.0,-573,130,815
1.0,572,569,286
1.0,624,-308,-594
1.0,394,-388,-572
1.0,581,915,-554
1.0,562,-972,424
1.0,361,-229,144
1.0,423,-80,-29
1.0,574,461,-123
0.0,-575,-699,-64
0.0,-688,1000,623
0.0,-395,-388,980
0.0,5,-203,772
0.0,-850,386,517
1.0,492,157,398
0.0,-736,-441,20
1.0,100,765,-297
0.0,-51,-330,515
0.0,-232,55,-62
0.0,-271,145,-59
0.0,-334,-288,612
0.0,-550,-94,392
0.0,-203,-642,70
1.0,57,-851,-851
1.0,46,338,-366
0.0,-663,678,-405
0.0,-946,819,-586
1.0,-114,-653,-933
0.0,-716,-437,626
0.0,203,-180,396
1.0,897,16,911
1.0,-200,580,-912
0.0,-50,419,606
1.0,-684,-446,-991
1.0,329,479,-460
1.0,57,-248,-435
1.0,-171,-215,-707
0.0,-990,-570,851
1.0,760,714,-795
0.0,-604,-597,-677
1.0,345,-747,-624
0.0,-64,303,381
1.0,763,-749,783
0.0,-864,-235,-472
1.0,752,-832,-505
1.0,720,-521,-418
0.0,-947,-765,-732
0.0,-529,666,-542
1.0,775,-674,-576
1.0,169,628,-868
1.0,715,692,-312
0.0,-182,-347,-210
0.0,-140,181,805
1.0,292,-167,111
1.0,-356,-38,-705
0.0,-272,552,-43
1.0,697,963,-177
0.0,-518,931,-503
0.0,-800,-457,78
1.0,872,-845,705
1.0,187,796,-235
1.0,927,-336,169
0.0,-604,-795,-516
0.0,-767,-982,795
0.0,-797,-875,813
0.0,-22,-894,370
1.0,98,313,-115
1.0,751,990,-177
1.0,752,30,245
1.0,571,676,729
1.0,373,-259,203
0.0,-930,476,-148
0.0,-924,897,-435
1.0,545,960,-48
0.0,31,795,928
1.0,847,960,319
0.0,-946,78,-528
0.0,-556,687,-431
1.0,-143,-135,-741
0.0,-504,597,786
1.0,-167,272,-771
0.0,357,783,579
0.0,653,243,920
1.0,160,-500,-67
1.0,122,630,-856
0.0,-324,111,302
1.0,358,580,281
1.0,596,-200,-85
1.0,-113,657,-509
1.0,-435,-490,-770
1.0,-29,-8,-533
1.0,526,796,-733
1.0,967,-615,-233
1.0,560,793,-672
1.0,-264,177,-811
0.0,-537,870,-371
0.0,-332,-35,794
1.0,312,-888,-248
1.0,355,383,-403
0.0,-218,505,39
1.0,232,110,-716
1.0,255,-384,-269
0.0,457,936,665
0.0,251,-931,766
0.0,-225,-200,953
0.0,-477,760,511
1.0,361,-162,115
1.0,22,237,-191
0.0,-383,107,-104
1.0,262,57,197
0.0,-655,-812,-669
0.0,-622,855,-629
0.0,-270,958,865
1.0,894,-409,-355
0.0,224,733,549
1.0,523,-67,-200
0.0,-456,750,-169
0.0,-553,-23,419
1.0,637,-155,-548
0.0,-603,262,-516
1.0,939,-985,760
0.0,-899,615,861
1.0,-27,222,-573
0.0,264,-949,421
1.0,226,377,78
1.0,725,-324,745
1.0,220,-256,-431
1.0,755,-991,957
1.0,147,-405,-17
0.0,618,-671,861
0.0,-853,344,48
0.0,19,-626,948
1.0,917,-364,882
0.0,-165,-668,160
1.0,249,482,-800
